Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
aggregate,94.2581%,304497,4998541,5303038,1656529,125745,178752,3342012
0x17830,73.0782%,89941,244141,334082,198864,26067,63874,45277
0x178e8,77.1503%,49600,167471,217071,61145,25035,24565,106326
0x17a74,78.6914%,46475,171629,218104,104616,22722,23753,67013
0x179e8,78.2738%,41794,150573,192367,56370,19605,22189,94203
0x17c7c,78.2656%,23611,85023,108634,43394,10121,13490,41629
0x17b60,78.9935%,22820,85813,108633,24294,12840,9980,61519
0x17aa8,92.7009%,6838,86845,93683,61992,1465,5373,24853
0x17a7c,92.9566%,6393,84373,90766,64593,436,5957,19780
0x17aa0,78.0277%,5655,20082,25737,4094,3935,1720,15988
0x17dd4,96.6361%,2899,83281,86180,25280,867,2032,58001
0x17e3c,92.2308%,2885,34249,37134,26645,567,2318,7604
0x17d18,95.9656%,2159,51356,53515,41284,393,1766,10072
0x18454,99.3195%,567,82748,83315,82734,39,528,14
0x178d0,99.7804%,479,217625,218104,629,404,75,216996
0x17b08,99.6207%,414,108735,109149,56,373,41,108679
0x17bf0,61.6279%,198,318,516,267,57,141,51
0x17ac0,99.9147%,186,217918,218104,109030,83,103,108888
0x17cf8,99.8607%,152,108998,109150,108958,33,119,40
0x18338,73.1123%,146,397,543,5,128,18,392
0x18340,64.3902%,146,264,410,15,118,28,249
0x18348,49.8195%,139,138,277,70,75,64,68
0x178c0,99.9642%,117,327138,327255,109086,65,52,218052
0x18908,89.415%,76,642,718,604,36,40,38
0x18898,90.5492%,74,709,783,706,12,62,3
0x188ac,91.9946%,59,678,737,640,29,30,38
0x18be4,88.0412%,58,427,485,382,27,31,45
0x17b44,99.9496%,55,109096,109151,508,9,46,108588
0x18880,93.734%,49,733,782,719,18,31,14
0x17d04,87.963%,39,285,324,166,16,23,119
0x1874c,95.7854%,33,750,783,498,24,9,252
0x178bc,99.9905%,31,327224,327255,0,0,31,327224
0x188f4,96.2963%,29,754,783,474,11,18,280
0x1795c,99.9889%,24,217047,217071,217047,24,0,0
0x17a5c,99.9878%,23,187855,187878,187855,23,0,0
0x17974,99.9843%,20,127318,127338,0,0,20,127318
0x17cf0,99.9817%,20,109130,109150,0,0,20,109130
0x17bd8,99.9826%,19,109131,109150,108618,16,3,513
0x17bd4,99.9808%,19,98692,98711,0,0,19,98692
0x179fc,99.9855%,18,124403,124421,0,0,18,124403
0x17b48,99.9844%,17,108617,108634,0,0,17,108617
0x17c90,99.9692%,17,55102,55119,0,0,17,55102
0x17894,99.9844%,17,109134,109151,0,0,17,109134
0x17c64,99.9853%,16,109134,109150,513,3,13,108621
0x178fc,99.9878%,16,130875,130891,0,0,16,130875
0x1792c,99.9931%,9,130882,130891,0,0,9,130882
0x17ac4,99.9918%,9,109141,109150,0,1,8,109141
0x17a2c,99.9928%,9,124412,124421,0,0,9,124412
0x17b74,99.9874%,9,71490,71499,0,0,9,71490
0x179a4,99.9937%,8,127330,127338,0,0,8,127330
0x17e28,98.8345%,5,424,429,424,4,1,0
0x17ab8,99.9835%,5,30221,30226,0,0,5,30221
0x182c0,99.3726%,5,792,797,541,2,3,251
0x17cc0,99.9927%,4,55115,55119,0,0,4,55115
0x1863c,99.4891%,4,779,783,779,3,1,0
0x18200,90.625%,3,29,32,29,2,1,0
0x1893c,96.1538%,3,75,78,75,1,2,0
0x10d48,90.625%,3,29,32,29,2,1,0
0x18b98,93.75%,2,30,32,30,1,1,0
0x4cb5c,33.3333%,2,1,3,1,0,2,0
0x18c18,97.3684%,2,74,76,74,1,1,0
0x4b7bc,0%,2,0,2,0,2,0,0
0x18d28,93.75%,2,30,32,30,1,1,0
0x185cc,99.2337%,2,259,261,0,0,2,259
0x17ba4,99.9972%,2,71497,71499,0,0,2,71497
0x4cbcc,0%,2,0,2,0,1,1,0
0x18474,99.6317%,2,541,543,541,1,1,0
0x18758,99.2337%,2,259,261,0,0,2,259
0x18950,50%,2,2,4,2,1,1,0
0x4c4c4,0%,2,0,2,0,2,0,0
0x4a028,50%,2,2,4,0,2,0,2
0x188e0,98.5294%,1,67,68,67,1,0,0
0x4cd6c,50%,1,1,2,0,1,0,1
0x1860c,99.8723%,1,782,783,0,0,1,782
0x4dc4c,50%,1,1,2,0,0,1,1
0x4cd74,0%,1,0,1,0,1,0,0
0x4b980,50%,1,1,2,1,1,0,0
0x4cd9c,0%,1,0,1,0,1,0,0
0x4cde8,0%,1,0,1,0,1,0,0
0x800003c8,0%,1,0,1,0,1,0,0
0x80000054,0%,1,0,1,0,1,0,0
0x182d8,99.6063%,1,253,254,253,1,0,0
0x10db0,0%,1,0,1,0,1,0,0
0x17e20,0%,1,0,1,0,1,0,0
0x4cf64,0%,1,0,1,0,1,0,0
0x4cfa0,0%,1,0,1,0,1,0,0
0x4cb54,66.6667%,1,2,3,0,0,1,2
0x4cb68,50%,1,1,2,1,1,0,0
0x4c744,50%,1,1,2,0,1,0,1
0x4c738,66.6667%,1,2,3,0,1,0,2
0x4c720,66.6667%,1,2,3,2,1,0,0
0x4caf4,66.6667%,1,2,3,2,1,0,0
0x4de20,50%,1,1,2,1,1,0,0
0x4c65c,50%,1,1,2,1,0,1,0
0x17c34,99.4792%,1,191,192,0,0,1,191
0x10dcc,0%,1,0,1,0,1,0,0
0x4c730,66.6667%,1,2,3,0,0,1,2
0x183bc,99.7561%,1,409,410,0,1,0,409
0x1862c,99.8723%,1,782,783,782,1,0,0
0x4ba34,50%,1,1,2,1,1,0,0
0x1861c,99.8723%,1,782,783,782,1,0,0
0x4c788,50%,1,1,2,0,1,0,1
0x4b8ac,50%,1,1,2,1,1,0,0
0x4a29c,50%,1,1,2,1,1,0,0
0x4b7e8,50%,1,1,2,0,0,1,1
0x189a8,0%,1,0,1,0,1,0,0
0x4b950,50%,1,1,2,1,1,0,0
0x4cfd0,0%,1,0,1,0,1,0,0
0x4a030,50%,1,1,2,0,1,0,1
0x17e4c,99.9899%,1,9921,9922,9921,1,0,0
0x4b800,50%,1,1,2,1,1,0,0
0x18998,0%,1,0,1,0,0,1,0
0x4e390,50%,1,1,2,1,1,0,0
0x18d2c,0%,1,0,1,0,1,0,0
0x18648,99.8723%,1,782,783,0,0,1,782
0x4cbd4,0%,1,0,1,0,1,0,0
0x18770,99.6169%,1,260,261,3,1,0,257
0x4a04c,0%,1,0,1,0,0,1,0
0x4d0f4,0%,1,0,1,0,1,0,0
0x18d3c,0%,1,0,1,0,1,0,0
0x4d0e8,0%,1,0,1,0,1,0,0
0x4dc90,50%,1,1,2,1,1,0,0
0x11030,0%,1,0,1,0,1,0,0
0x4c708,100%,0,3,3,0,0,0,3
0x4e344,100%,0,2,2,0,0,0,2
0x4e374,100%,0,2,2,0,0,0,2
0x4cf60,100%,0,1,1,0,0,0,1
0x18604,100%,0,783,783,0,0,0,783
0x18aac,100%,0,1,1,0,0,0,1
0x4c750,100%,0,1,1,0,0,0,1
0x189a0,100%,0,1,1,0,0,0,1
0x4e380,100%,0,2,2,0,0,0,2
0x4c770,100%,0,2,2,0,0,0,2
0x18990,100%,0,1,1,0,0,0,1
0x18988,100%,0,1,1,0,0,0,1
0x4c718,100%,0,3,3,0,0,0,3
0x4c710,100%,0,3,3,0,0,0,3
0x4c6e4,100%,0,3,3,0,0,0,3
0x4a018,100%,0,4,4,0,0,0,4
0x1828c,100%,0,1,1,0,0,0,1
0x18558,100%,0,1,1,0,0,0,1
0x4de18,100%,0,2,2,0,0,0,2
0x11280,100%,0,1,1,0,0,0,1
0x18d74,100%,0,1,1,0,0,0,1
0x49998,100%,0,1,1,0,0,0,1
0x4a2bc,100%,0,2,2,0,0,0,2
0x4cdd0,100%,0,1,1,0,0,0,1
0x4a28c,100%,0,2,2,0,0,0,2
0x4a044,100%,0,1,1,0,0,0,1
0x4b900,100%,0,2,2,0,0,0,2
0x4b7f4,100%,0,2,2,0,0,0,2
0x4cd94,100%,0,1,1,0,0,0,1
0x4b7cc,100%,0,2,2,0,0,0,2
0x4ba2c,100%,0,2,2,0,0,0,2
0x1821c,100%,0,1,1,0,0,0,1
0x4cb60,100%,0,2,2,0,0,0,2
0x4b91c,100%,0,2,2,0,0,0,2
0x4a000,100%,0,4,4,0,0,0,4
0x800003e8,100%,0,1,1,0,0,0,1
0x4c6fc,100%,0,3,3,0,0,0,3
0x18238,100%,0,1,1,0,0,0,1
0x185e4,100%,0,783,783,0,0,0,783
0x4b938,100%,0,2,2,0,0,0,2
0x4cdc0,100%,0,1,1,0,0,0,1
0x18980,100%,0,1,1,0,0,0,1
0x4c4b8,100%,0,2,2,0,0,0,2
0x4c6b4,100%,0,2,2,0,0,0,2
0x4b7a4,100%,0,2,2,0,0,0,2
0x4d13c,100%,0,1,1,0,0,0,1
0x4b924,100%,0,2,2,0,0,0,2
0x1830c,100%,0,543,543,0,0,0,543
0x4cbc0,100%,0,1,1,0,0,0,1
0x80000034,100%,0,1,1,0,0,0,1
0x18294,100%,0,543,543,0,0,0,543
0x4dc88,100%,0,2,2,0,0,0,2
0x4a010,100%,0,4,4,0,0,0,4
0x17c04,100%,0,192,192,0,0,0,192
0x4b90c,100%,0,2,2,0,0,0,2
0x80000578,100%,0,1,1,0,0,0,1
0x4a038,100%,0,1,1,0,0,0,1
0x4c4b0,100%,0,2,2,0,0,0,2
0x4c784,100%,0,2,2,0,0,0,2
0x4de0c,100%,0,2,2,0,0,0,2
0x4d0c0,100%,0,1,1,0,0,0,1
0x4c6f0,100%,0,3,3,0,0,0,3
0x4d0ac,100%,0,1,1,0,0,0,1
0x4a2cc,100%,0,2,2,0,0,0,2
0x4c6ec,100%,0,3,3,0,0,0,3
0x18614,100%,0,783,783,0,0,0,783
0x4c6dc,100%,0,3,3,0,0,0,3
0x4c694,100%,0,2,2,0,0,0,2
0x4cbac,100%,0,1,1,0,0,0,1
0x4c668,100%,0,1,1,0,0,0,1
0x4cba8,100%,0,1,1,0,0,0,1
0x18580,100%,0,1,1,0,0,0,1
0x4c63c,100%,0,2,2,0,0,0,2
0x4d0d0,100%,0,1,1,0,0,0,1
0x4c48c,100%,0,2,2,0,0,0,2
0x4dc7c,100%,0,2,2,0,0,0,2
0x4dc64,100%,0,2,2,0,0,0,2
0x18784,100%,0,260,260,0,0,0,260
0x4b840,100%,0,2,2,0,0,0,2
0x4c67c,100%,0,2,2,0,0,0,2
0x4dc50,100%,0,2,2,0,0,0,2
0x4b7d8,100%,0,2,2,0,0,0,2
