Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
aggregate,98.1534%,127183,6760350,6887533,2063155,74945,52238,4697195
0x14da0,52.7087%,39170,43657,82827,17866,22886,16284,25791
0x14cb4,52.9731%,38951,43876,82827,19840,21286,17665,24036
0x14bf4,67.8354%,26641,56186,82827,10422,17207,9434,45764
0x4a178,93.7526%,6815,102271,109086,29608,6034,781,72663
0x4c738,92.4788%,4527,55663,60190,29303,1770,2757,26360
0x4a1b0,96.6265%,3680,105406,109086,71614,875,2805,33792
0x15b6c,89.9524%,3082,27592,30674,2,3059,23,27590
0x4cf64,65.4348%,1908,3612,5520,2892,583,1325,720
0x4a1c8,99.3757%,681,108405,109086,85324,336,345,23081
0x4a028,99.8458%,305,197445,197750,125699,253,52,71746
0x4cbcc,99.9457%,275,506168,506443,429003,165,110,77165
0x14d48,99.7597%,199,82628,82827,55132,83,116,27496
0x4a030,99.837%,117,71681,71798,46074,29,88,25607
0x4cbd4,99.9055%,73,77202,77275,51638,17,56,25564
0x4c770,99.8558%,42,29075,29117,25592,26,16,3483
0x4cfa0,98.8777%,39,3436,3475,3430,9,30,6
0x4c744,99.8798%,35,29082,29117,26652,14,21,2430
0x4c6b4,99.9384%,34,55195,55229,3479,21,13,51716
0x4c788,99.0569%,33,3466,3499,3464,11,22,2
0x4d0f4,99.9477%,27,51628,51655,22600,7,20,29028
0x4c730,99.9607%,25,63587,63612,3411,11,14,60176
0x4cba8,99.9715%,22,77253,77275,4844,19,3,72409
0x4c750,99.2248%,19,2432,2451,12,13,6,2420
0x15b70,99.9384%,17,27596,27613,0,11,6,27596
0x4cd94,94.9367%,16,300,316,157,7,9,143
0x4cb5c,99.9764%,15,63595,63610,11877,6,9,51718
0x4cd74,99.971%,15,51788,51803,140,12,3,51648
0x14ce8,99.964%,15,41686,41701,0,0,15,41686
0x4a018,99.9929%,14,197736,197750,0,0,14,197736
0x4c708,99.9811%,12,63600,63612,0,0,12,63600
0x4a000,99.9939%,12,197738,197750,0,0,12,197738
0x51140,99.9808%,11,57305,57316,0,11,0,57305
0x4c6e4,99.9827%,11,63601,63612,0,0,11,63601
0x4c4c4,99.9819%,10,55219,55229,55219,10,0,0
0x4a1ec,99.9908%,10,109076,109086,0,4,6,109076
0x4cdc0,93.4211%,10,142,152,76,4,6,66
0x4dc88,99.9837%,9,55227,55236,55218,6,3,9
0x4cda8,93.9597%,9,140,149,2,8,1,138
0x4cb54,99.985%,9,60181,60190,0,1,8,60181
0x4caf4,99.985%,9,60181,60190,60181,9,0,0
0x4cbc0,99.9979%,9,429159,429168,0,0,9,429159
0x14b88,99.9891%,9,82818,82827,82818,9,0,0
0x14b90,99.9903%,8,82819,82827,82819,8,0,0
0x4cef8,68%,8,17,25,10,6,2,7
0x4dc50,99.9855%,8,55228,55236,0,0,8,55228
0x4cb68,99.9846%,8,51799,51807,51799,8,0,0
0x4a04c,99.9728%,7,25688,25695,1,3,4,25687
0x4dc90,99.9873%,7,55222,55229,55222,7,0,0
0x4de20,99.9873%,7,55222,55229,55222,7,0,0
0x4c65c,99.9873%,7,55222,55229,55214,4,3,8
0x15bb0,99.9746%,7,27605,27612,27605,7,0,0
0x4d030,56.25%,7,9,16,5,5,2,4
0x4c6fc,99.9906%,6,63606,63612,0,0,6,63606
0x4c63c,99.9891%,6,55223,55229,0,0,6,55223
0x4cb60,99.9884%,6,51722,51728,3419,2,4,48303
0x4c4b0,99.9891%,6,55223,55229,0,0,6,55223
0x4a1f8,99.9954%,5,109078,109083,109078,5,0,0
0x4cd6c,99.9903%,5,51802,51807,0,4,1,51802
0x14ab4,99.9819%,5,27607,27612,27607,5,0,0
0x14ddc,99.9881%,5,42070,42075,0,0,5,42070
0x4d0ac,99.9903%,5,51650,51655,0,0,5,51650
0x4ddac,99.9909%,5,55219,55224,55212,5,0,7
0x14c30,99.9909%,5,55193,55198,0,0,5,55193
0x14bbc,99.9878%,5,41121,41126,41121,5,0,0
0x4a29c,54.5455%,5,6,11,4,3,2,2
0x4ccdc,99.9177%,4,4859,4863,4859,4,0,0
0x4b800,63.6364%,4,7,11,6,2,2,1
0x14c28,99.9928%,4,55194,55198,0,0,4,55194
0x14d40,99.9904%,4,41697,41701,0,0,4,41697
0x4ca6c,99.8831%,4,3417,3421,3417,4,0,0
0x14bd8,99.9952%,4,82823,82827,0,0,4,82823
0x4c67c,99.9928%,4,55225,55229,0,0,4,55225
0x4cbac,99.9945%,4,72408,72412,0,0,4,72408
0x4c710,99.9937%,4,63608,63612,0,0,4,63608
0x4c6dc,99.9937%,4,63608,63612,0,0,4,63608
0x14b3c,99.9891%,3,27609,27612,0,0,3,27609
0x4cde8,95.8333%,3,69,72,65,2,1,4
0x4a0e4,62.5%,3,5,8,2,1,2,3
0x4d0c0,99.9942%,3,51652,51655,0,0,3,51652
0x4c720,99.9953%,3,63609,63612,63609,3,0,0
0x4ca50,99.9123%,3,3419,3422,0,1,2,3419
0x14bb4,99.9891%,3,27626,27629,27626,3,0,0
0x4d0e8,99.9942%,3,51652,51655,51652,3,0,0
0x4a044,99.9883%,3,25692,25695,0,0,3,25692
0x4dc4c,99.9964%,2,55234,55236,0,0,2,55234
0x4a0ec,77.7778%,2,7,9,7,1,1,0
0x4b840,81.8182%,2,9,11,3,2,0,6
0x4cfd0,99.9424%,2,3473,3475,3473,2,0,0
0x14b60,99.9976%,2,82825,82827,0,0,2,82825
0x4dc7c,99.9964%,2,55234,55236,0,0,2,55234
0x4b8ac,81.8182%,2,9,11,9,2,0,0
0x4c6f0,99.9969%,2,63610,63612,0,0,2,63610
0x4d13c,99.9961%,2,51653,51655,0,0,2,51653
0x14cf0,99.9952%,2,41699,41701,0,0,2,41699
0x4cc04,77.7778%,2,7,9,1,1,1,6
0x5015c,90.9091%,1,10,11,10,1,0,0
0x80000054,0%,1,0,1,0,1,0,0
0x4d3d4,98.75%,1,79,80,79,1,0,0
0x4b7bc,90.9091%,1,10,11,10,1,0,0
0x4ccd0,99.9794%,1,4862,4863,4862,1,0,0
0x4c668,90.9091%,1,10,11,8,1,0,2
0x15b24,0%,1,0,1,0,0,1,0
0x800003c8,0%,1,0,1,0,1,0,0
0x4ba34,90.9091%,1,10,11,10,1,0,0
0x4b938,90.9091%,1,10,11,0,0,1,10
0x4cc10,85.7143%,1,6,7,4,1,0,2
0x4b320,80%,1,4,5,4,1,0,0
0x14dd4,99.9976%,1,42074,42075,0,0,1,42074
0x4c4b8,99.9982%,1,55228,55229,0,0,1,55228
0x4c784,99.9714%,1,3498,3499,0,0,1,3498
0x4c718,99.9984%,1,63611,63612,0,0,1,63611
0x4b950,90.9091%,1,10,11,10,1,0,0
0x4cb1c,99.9708%,1,3420,3421,0,0,1,3420
0x4cf60,99.9712%,1,3474,3475,0,0,1,3474
0x4c48c,99.9982%,1,55228,55229,0,0,1,55228
0x4cd9c,99.3421%,1,151,152,2,1,0,149
0x4cf74,99.9511%,1,2044,2045,2044,1,0,0
0x4c694,99.9982%,1,55228,55229,0,0,1,55228
0x4e390,90.9091%,1,10,11,10,1,0,0
0x4b568,83.3333%,1,5,6,5,1,0,0
0x4b980,90.9091%,1,10,11,10,1,0,0
0x4ca3c,99.9708%,1,3421,3422,3421,1,0,0
0x4dc64,99.9982%,1,55235,55236,0,0,1,55235
0x501c0,90.9091%,1,10,11,10,1,0,0
0x4a038,100%,0,25695,25695,0,0,0,25695
0x50144,100%,0,11,11,0,0,0,11
0x15b58,100%,0,3061,3061,0,0,0,3061
0x49998,100%,0,152,152,0,0,0,152
0x14c98,100%,0,55198,55198,0,0,0,55198
0x50190,100%,0,11,11,0,0,0,11
0x4a1a0,100%,0,109086,109086,0,0,0,109086
0x4b91c,100%,0,11,11,0,0,0,11
0x4e374,100%,0,11,11,0,0,0,11
0x4b924,100%,0,11,11,0,0,0,11
0x4de0c,100%,0,55229,55229,0,0,0,55229
0x4ba2c,100%,0,11,11,0,0,0,11
0x4e380,100%,0,11,11,0,0,0,11
0x4e344,100%,0,11,11,0,0,0,11
0x4b314,100%,0,5,5,0,0,0,5
0x4b900,100%,0,11,11,0,0,0,11
0x4b90c,100%,0,11,11,0,0,0,11
0x4d0d0,100%,0,51655,51655,0,0,0,51655
0x4b7a4,100%,0,11,11,0,0,0,11
0x4b7cc,100%,0,11,11,0,0,0,11
0x4b7d8,100%,0,11,11,0,0,0,11
0x4b7e8,100%,0,11,11,0,0,0,11
0x4b7f4,100%,0,11,11,0,0,0,11
0x4a28c,100%,0,11,11,0,0,0,11
0x4a2bc,100%,0,11,11,0,0,0,11
0x4cdd0,100%,0,72,72,0,0,0,72
0x4a134,100%,0,3,3,0,0,0,3
0x4de18,100%,0,55229,55229,0,0,0,55229
0x4ca78,100%,0,1,1,0,0,0,1
0x4cfb4,100%,0,36,36,0,0,0,36
0x4a064,100%,0,4,4,0,0,0,4
0x4a150,100%,0,109086,109086,0,0,0,109086
0x4a010,100%,0,197750,197750,0,0,0,197750
0x800003e8,100%,0,1,1,0,0,0,1
0x4b818,100%,0,3,3,0,0,0,3
0x14b6c,100%,0,82827,82827,0,0,0,82827
0x4a2cc,100%,0,11,11,0,0,0,11
0x4b54c,100%,0,1,1,0,0,0,1
0x80000034,100%,0,1,1,0,0,0,1
0x4ddbc,100%,0,7,7,0,0,0,7
0x511f0,100%,0,11,11,0,0,0,11
0x80000578,100%,0,1,1,0,0,0,1
0x4a190,100%,0,73444,73444,0,0,0,73444
0x4c6ec,100%,0,63612,63612,0,0,0,63612
