Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
aggregate,97.2315%,146293,5137916,5284209,1805938,65912,80381,3331978
0x17830,86.1122%,54101,335458,389559,263991,18998,35103,71467
0x178e8,87.1804%,27264,185410,212674,99275,14332,12932,86135
0x179e8,90.7748%,17966,176783,194749,59527,9319,8647,117256
0x17a74,93.3828%,14093,198883,212976,103542,7084,7009,95341
0x17b60,94.2632%,6105,100314,106419,53058,2984,3121,47256
0x17a7c,95.6786%,4423,97927,102350,81980,2143,2280,15947
0x17c7c,96.34%,3897,102577,106474,44847,1870,2027,57730
0x17dd4,97.0548%,3346,110261,113607,30276,1548,1798,79985
0x17e3c,94.6005%,3026,53016,56042,33876,1256,1770,19140
0x18454,97.0718%,2809,93119,95928,91477,563,2246,1642
0x17aa8,97.4609%,2209,84792,87001,51163,1075,1134,33629
0x17d18,95.6654%,2025,44692,46717,17327,1168,857,27365
0x18338,74.9744%,977,2927,3904,44,933,44,2883
0x18340,67.5777%,949,1978,2927,135,858,91,1843
0x18348,53.878%,892,1042,1934,379,570,322,663
0x17b08,99.8236%,188,106379,106567,18,157,31,106361
0x178d0,99.9136%,184,212792,212976,151,151,33,212641
0x178c0,99.943%,182,319364,319546,106446,124,58,212918
0x188f4,95.2524%,158,3170,3328,1619,64,94,1551
0x17ac0,99.9437%,120,212856,212976,106410,50,70,106446
0x18be4,93.88%,103,1580,1683,1277,43,60,303
0x18898,96.9988%,100,3232,3332,1966,54,46,1266
0x1874c,97.3196%,94,3413,3507,2294,44,50,1119
0x17aa0,99.5666%,79,18148,18227,9,63,16,18139
0x182c0,99.1603%,76,8975,9051,3859,45,31,5116
0x188ac,97.0359%,76,2488,2564,1004,50,26,1484
0x1863c,97.9755%,71,3436,3507,3072,53,18,364
0x17cf8,99.9353%,69,106501,106570,106499,17,52,2
0x18908,96.9802%,61,1959,2020,1298,33,28,661
0x17bd8,99.9475%,56,106514,106570,106436,38,18,78
0x18880,98.432%,49,3076,3125,2541,23,26,535
0x1862c,98.6313%,48,3459,3507,3315,17,31,144
0x17b44,99.9653%,37,106533,106570,135,16,21,106398
0x1893c,96.5167%,24,665,689,226,12,12,439
0x178bc,99.9928%,23,319523,319546,0,0,23,319523
0x183bc,99.2825%,21,2906,2927,1,15,6,2905
0x188e0,98.7417%,19,1491,1510,1393,10,9,98
0x17894,99.9822%,19,106551,106570,0,0,19,106551
0x1861c,99.5153%,17,3490,3507,3318,10,7,172
0x17974,99.9855%,16,110610,110626,0,0,16,110610
0x17bf0,84.375%,15,81,96,80,3,12,1
0x18770,98.7169%,15,1154,1169,19,7,8,1135
0x17ac4,99.9859%,15,106555,106570,0,3,12,106555
0x17cf0,99.9859%,15,106555,106570,0,0,15,106555
0x17bd4,99.9836%,14,85495,85509,0,0,14,85495
0x1795c,99.9934%,14,212660,212674,212660,14,0,0
0x17c90,99.9782%,13,59744,59757,0,0,13,59744
0x17c64,99.9887%,12,106558,106570,89,7,5,106469
0x18b98,92.4138%,11,134,145,134,8,3,0
0x17a2c,99.9921%,10,125965,125975,0,0,10,125965
0x178fc,99.9899%,10,99057,99067,0,0,10,99057
0x17a5c,99.9955%,8,178205,178213,178205,8,0,0
0x17ab8,99.977%,8,34755,34763,0,0,8,34755
0x179fc,99.9936%,8,125967,125975,0,0,8,125967
0x18474,99.8207%,7,3897,3904,3897,4,3,0
0x1792c,99.9929%,7,99060,99067,0,0,7,99060
0x17e28,96.5714%,6,169,175,169,3,3,0
0x17b48,99.9944%,6,106413,106419,0,0,6,106413
0x17d04,92.7711%,6,77,83,57,2,4,20
0x17ba4,99.9881%,6,50371,50377,0,0,6,50371
0x179a4,99.9955%,5,110621,110626,0,0,5,110621
0x4c65c,16.6667%,5,1,6,0,1,4,1
0x17e4c,99.9761%,5,20905,20910,20905,5,0,0
0x17b74,99.9901%,5,50372,50377,0,0,5,50372
0x4c730,33.3333%,4,2,6,2,1,3,0
0x10c30,95.8333%,4,92,96,92,1,3,0
0x18d28,95.8333%,4,92,96,92,1,3,0
0x18c18,98.8981%,4,359,363,13,1,3,346
0x18950,84.6154%,4,22,26,21,2,2,1
0x18200,95.8333%,4,92,96,92,1,3,0
0x185cc,99.7434%,3,1166,1169,0,0,3,1166
0x17cc0,99.995%,3,59754,59757,0,0,3,59754
0x4c788,0%,3,0,3,0,2,1,0
0x4cd94,50%,3,3,6,3,1,2,0
0x1860c,99.9145%,3,3504,3507,0,0,3,3504
0x4c4c4,50%,3,3,6,3,3,0,0
0x4e390,66.6667%,2,4,6,4,2,0,0
0x4cdc0,0%,2,0,2,0,1,1,0
0x4c744,33.3333%,2,1,3,1,1,1,0
0x4cf64,66.6667%,2,4,6,0,2,0,4
0x189a0,0%,2,0,2,0,1,1,0
0x4cfa0,50%,1,1,2,0,1,0,1
0x4a29c,83.3333%,1,5,6,0,1,0,5
0x80000054,0%,1,0,1,0,1,0,0
0x4c720,83.3333%,1,5,6,5,1,0,0
0x4c738,66.6667%,1,2,3,0,0,1,2
0x18614,99.9715%,1,3506,3507,0,0,1,3506
0x4caf4,66.6667%,1,2,3,2,1,0,0
0x18758,99.9145%,1,1168,1169,0,0,1,1168
0x800003c8,0%,1,0,1,0,1,0,0
0x4a028,75%,1,3,4,0,1,0,3
0x10c98,66.6667%,1,2,3,2,1,0,0
0x4ca3c,66.6667%,1,2,3,2,1,0,0
0x182d8,99.9806%,1,5146,5147,5146,1,0,0
0x4cf74,75%,1,3,4,3,1,0,0
0x185e4,99.9715%,1,3506,3507,0,0,1,3506
0x4de20,83.3333%,1,5,6,5,1,0,0
0x4cb68,66.6667%,1,2,3,2,1,0,0
0x4cde8,0%,1,0,1,0,1,0,0
0x4b800,83.3333%,1,5,6,5,1,0,0
0x18980,66.6667%,1,2,3,0,1,0,2
0x10fd4,66.6667%,1,2,3,2,1,0,0
0x4cd74,66.6667%,1,2,3,1,1,0,1
0x4cfd0,50%,1,1,2,1,1,0,0
0x4b7bc,83.3333%,1,5,6,5,1,0,0
0x4d3d4,0%,1,0,1,0,1,0,0
0x4b8ac,83.3333%,1,5,6,5,1,0,0
0x4ba34,83.3333%,1,5,6,5,1,0,0
0x4b980,83.3333%,1,5,6,5,1,0,0
0x17e20,66.6667%,1,2,3,2,1,0,0
0x4b950,83.3333%,1,5,6,5,1,0,0
0x4cbd4,0%,1,0,1,0,1,0,0
0x10cb4,66.6667%,1,2,3,2,1,0,0
0x4d0c0,0%,1,0,1,0,1,0,0
0x4cd9c,50%,1,1,2,0,1,0,1
0x189a8,0%,1,0,1,0,1,0,0
0x4cda8,0%,1,0,1,0,1,0,0
0x4dc90,83.3333%,1,5,6,5,1,0,0
0x18d3c,66.6667%,1,2,3,2,1,0,0
0x18d2c,66.6667%,1,2,3,2,1,0,0
0x18294,99.9744%,1,3903,3904,0,0,1,3903
0x4d1e0,0%,1,0,1,0,1,0,0
0x4ca50,66.6667%,1,2,3,2,1,0,0
0x1830c,99.9744%,1,3903,3904,0,0,1,3903
0x4e374,100%,0,6,6,0,0,0,6
0x4de18,100%,0,6,6,0,0,0,6
0x4b91c,100%,0,6,6,0,0,0,6
0x4b900,100%,0,6,6,0,0,0,6
0x4ca78,100%,0,3,3,0,0,0,3
0x4e344,100%,0,6,6,0,0,0,6
0x18aac,100%,0,2,2,0,0,0,2
0x4cb5c,100%,0,3,3,0,0,0,3
0x4c718,100%,0,6,6,0,0,0,6
0x4c710,100%,0,6,6,0,0,0,6
0x4c708,100%,0,6,6,0,0,0,6
0x18580,100%,0,3,3,0,0,0,3
0x18998,100%,0,2,2,0,0,0,2
0x4c6f0,100%,0,6,6,0,0,0,6
0x4cf60,100%,0,2,2,0,0,0,2
0x18990,100%,0,2,2,0,0,0,2
0x4a2cc,100%,0,6,6,0,0,0,6
0x4c6ec,100%,0,6,6,0,0,0,6
0x4b7d8,100%,0,6,6,0,0,0,6
0x4b7f4,100%,0,6,6,0,0,0,6
0x4b7e8,100%,0,6,6,0,0,0,6
0x4b7cc,100%,0,6,6,0,0,0,6
0x4cb60,100%,0,3,3,0,0,0,3
0x18648,100%,0,3507,3507,0,0,0,3507
0x4c63c,100%,0,6,6,0,0,0,6
0x18604,100%,0,3507,3507,0,0,0,3507
0x4cb54,100%,0,3,3,0,0,0,3
0x4a2bc,100%,0,6,6,0,0,0,6
0x4a28c,100%,0,6,6,0,0,0,6
0x1828c,100%,0,3,3,0,0,0,3
0x18d74,100%,0,3,3,0,0,0,3
0x11230,100%,0,3,3,0,0,0,3
0x4c750,100%,0,1,1,0,0,0,1
0x18784,100%,0,1166,1166,0,0,0,1166
0x18558,100%,0,3,3,0,0,0,3
0x4c770,100%,0,3,3,0,0,0,3
0x1821c,100%,0,3,3,0,0,0,3
0x4a010,100%,0,4,4,0,0,0,4
0x4c6b4,100%,0,6,6,0,0,0,6
0x17c34,100%,0,13,13,0,0,0,13
0x4a038,100%,0,3,3,0,0,0,3
0x4b7a4,100%,0,6,6,0,0,0,6
0x18238,100%,0,3,3,0,0,0,3
0x49998,100%,0,2,2,0,0,0,2
0x80000034,100%,0,1,1,0,0,0,1
0x4a018,100%,0,4,4,0,0,0,4
0x4a000,100%,0,4,4,0,0,0,4
0x800003e8,100%,0,1,1,0,0,0,1
0x4dc4c,100%,0,6,6,0,0,0,6
0x4c4b8,100%,0,6,6,0,0,0,6
0x17c04,100%,0,13,13,0,0,0,13
0x4c6fc,100%,0,6,6,0,0,0,6
0x4a04c,100%,0,3,3,0,0,0,3
0x4dc88,100%,0,6,6,0,0,0,6
0x4cdd0,100%,0,1,1,0,0,0,1
0x4c784,100%,0,3,3,0,0,0,3
0x80000578,100%,0,1,1,0,0,0,1
0x4b90c,100%,0,6,6,0,0,0,6
0x4c4b0,100%,0,6,6,0,0,0,6
0x4cfb4,100%,0,1,1,0,0,0,1
0x4b924,100%,0,6,6,0,0,0,6
0x4dc64,100%,0,6,6,0,0,0,6
0x4c6e4,100%,0,6,6,0,0,0,6
0x4c6dc,100%,0,6,6,0,0,0,6
0x4c694,100%,0,6,6,0,0,0,6
0x4c668,100%,0,5,5,0,0,0,5
0x4a044,100%,0,3,3,0,0,0,3
0x4de0c,100%,0,6,6,0,0,0,6
0x4d13c,100%,0,1,1,0,0,0,1
0x4a030,100%,0,3,3,0,0,0,3
0x4d0ac,100%,0,1,1,0,0,0,1
0x4c48c,100%,0,6,6,0,0,0,6
0x4dc7c,100%,0,6,6,0,0,0,6
0x18988,100%,0,2,2,0,0,0,2
0x4cbac,100%,0,1,1,0,0,0,1
0x4b840,100%,0,6,6,0,0,0,6
0x4cba8,100%,0,1,1,0,0,0,1
0x4c67c,100%,0,6,6,0,0,0,6
0x4dc50,100%,0,6,6,0,0,0,6
0x4ba2c,100%,0,6,6,0,0,0,6
0x4cd6c,100%,0,3,3,0,0,0,3
0x4e380,100%,0,6,6,0,0,0,6
0x4cbcc,100%,0,1,1,0,0,0,1
0x4b938,100%,0,6,6,0,0,0,6
