Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
aggregate,93.3802%,350669,4946644,5297313,1868841,123636,227033,3077803
0x17830,78.6764%,93704,345734,439438,312994,18387,75317,32740
0x178e8,75.9668%,51686,163375,215061,80087,20153,31533,83288
0x17a74,78.0311%,47419,168427,215846,72032,27470,19949,96395
0x179e8,76.5928%,41515,135845,177360,84956,14857,26658,50889
0x17b60,76.6942%,25092,82572,107664,33471,10708,14384,49101
0x17c7c,79.3243%,22271,85445,107716,65483,6605,15666,19962
0x17aa8,85.5533%,19025,112666,131691,78071,7347,11678,34595
0x17a7c,85.3357%,17061,99283,116344,72404,5454,11607,26879
0x17d18,88.9566%,7961,64127,72088,50171,1794,6167,13956
0x17e3c,82.2495%,7842,36337,44179,28746,1845,5997,7591
0x17dd4,92.6466%,7371,92869,100240,32640,2739,4632,60229
0x17aa0,86.0339%,5375,33111,38486,2305,4303,1072,30806
0x18454,99.2928%,775,108816,109591,108813,27,748,3
0x178d0,99.7989%,434,215412,215846,420,365,69,214992
0x17cf8,99.7705%,248,107809,108057,107801,23,225,8
0x18340,56.4374%,247,320,567,37,189,58,283
0x17ac0,99.8958%,225,215621,215846,107906,116,109,107715
0x188ac,85.6943%,205,1228,1433,908,126,79,320
0x18338,72.9084%,204,549,753,6,180,24,543
0x18898,90.1675%,182,1669,1851,1269,103,79,400
0x17b08,99.8371%,176,107880,108056,23,144,32,107857
0x18348,50.7331%,168,173,341,89,85,83,84
0x18908,88.8484%,153,1219,1372,1023,74,79,196
0x18be4,87.3751%,139,962,1101,775,70,69,187
0x178c0,99.9571%,139,323765,323904,107987,71,68,215778
0x18880,92.5986%,137,1714,1851,1358,75,62,356
0x17bf0,63.0499%,126,215,341,176,50,76,39
0x1874c,94.1653%,108,1743,1851,1198,36,72,545
0x188f4,94.3213%,105,1744,1849,1057,44,61,687
0x17bd8,99.9445%,60,107998,108058,107683,34,26,315
0x17b44,99.9491%,55,108003,108058,382,12,43,107621
0x17d04,76.9912%,52,174,226,106,18,34,68
0x178bc,99.9895%,34,323870,323904,0,0,34,323870
0x17b48,99.9796%,22,107642,107664,0,0,22,107642
0x1795c,99.9902%,21,215040,215061,215040,21,0,0
0x17a5c,99.9882%,20,169553,169573,169553,20,0,0
0x17bd4,99.9798%,19,94057,94076,0,0,19,94057
0x17894,99.9833%,18,108040,108058,0,0,18,108040
0x17c64,99.9833%,18,108040,108058,336,5,13,107704
0x17ac4,99.9852%,16,108041,108057,0,1,15,108041
0x178fc,99.9861%,16,114805,114821,0,0,16,114805
0x17974,99.9849%,15,99487,99502,0,0,15,99487
0x18c18,94.5312%,14,242,256,30,7,7,212
0x17cf0,99.988%,13,108044,108057,0,0,13,108044
0x17c90,99.9691%,11,35617,35628,0,0,11,35617
0x17b74,99.9842%,10,63475,63485,0,0,10,63475
0x179fc,99.9881%,10,84145,84155,0,0,10,84145
0x17ab8,99.9806%,9,46264,46273,0,0,9,46264
0x17a2c,99.9893%,9,84146,84155,0,0,9,84146
0x1792c,99.993%,8,114813,114821,0,0,8,114813
0x18474,99.0704%,7,746,753,746,6,1,0
0x179a4,99.993%,7,99495,99502,0,0,7,99495
0x1893c,98.1818%,5,270,275,200,5,0,70
0x188e0,98.7469%,5,394,399,320,3,2,74
0x1861c,99.7839%,4,1847,1851,1846,3,1,1
0x183bc,99.2945%,4,563,567,0,2,2,563
0x17ba4,99.9937%,4,63481,63485,0,0,4,63481
0x17cc0,99.9888%,4,35624,35628,0,0,4,35624
0x1862c,99.8379%,3,1848,1851,1848,3,0,0
0x17e4c,99.9779%,3,13585,13588,13585,3,0,0
0x4cd94,57.1429%,3,4,7,2,2,1,2
0x18770,99.5138%,3,614,617,0,2,1,614
0x4a29c,0%,3,0,3,0,2,1,0
0x1860c,99.892%,2,1849,1851,0,0,2,1849
0x18b98,97.4026%,2,75,77,75,1,1,0
0x182c0,99.7344%,2,751,753,751,2,0,0
0x4cd9c,33.3333%,2,1,3,0,1,1,1
0x18200,93.75%,2,30,32,30,1,1,0
