Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
aggregate,92.9298%,454532,5974346,6428878,3100516,219455,235077,2873830
0x1465c,78.6149%,128774,473393,602167,199817,75306,53468,273576
0x14630,87.2205%,81403,555578,636981,230389,39913,41490,325189
0x1475c,74.27%,79529,229561,309090,155802,40287,39242,73759
0x14680,90.6753%,59500,578593,638093,448104,23859,35641,130489
0x1485c,78.5451%,57993,212309,270302,176399,21315,36678,35910
0x1469c,83.404%,27571,138559,166130,118265,11939,15632,20294
0x14800,92.954%,15016,198099,213115,176445,3570,11446,21654
0x147f0,99.6834%,2020,636074,638094,424151,828,1192,211923
0x14740,94.4859%,1981,33945,35926,5,1954,27,33940
0x14614,99.9226%,494,637600,638094,685,428,66,636915
0x149cc,99.9245%,25,33075,33100,4281,11,14,28794
0x1479c,99.9779%,25,112976,113001,0,0,25,112976
0x145fc,99.9901%,21,213094,213115,0,0,21,213094
0x147e8,99.9841%,18,112983,113001,0,0,18,112983
0x146d0,99.9499%,18,35908,35926,0,0,18,35908
0x14664,99.9966%,18,525075,525093,525075,18,0,0
0x14790,99.9858%,16,112985,113001,0,0,16,112985
0x146dc,99.9582%,15,35911,35926,0,0,15,35911
0x14890,99.9793%,15,72573,72588,0,0,15,72573
0x14638,99.9976%,15,636966,636981,636966,15,0,0
0x149c4,99.9607%,13,33087,33100,0,0,13,33087
0x14578,99.9637%,12,33088,33100,0,0,12,33088
0x149b4,99.9637%,12,33091,33103,0,3,9,33091
0x1489c,99.9848%,11,72577,72588,0,0,11,72577
0x145f8,99.9972%,6,213109,213115,0,0,6,213109
0x15dc0,99.855%,6,4132,4138,4132,5,1,0
0x80000054,0%,1,0,1,0,1,0,0
0x15d38,0%,1,0,1,0,0,1,0
0x15dc4,0%,1,0,1,0,1,0,0
0x15c88,0%,1,0,1,0,1,0,0
0x800003c8,0%,1,0,1,0,1,0,0
0x80000034,100%,0,1,1,0,0,0,1
0x15c80,100%,0,1,1,0,0,0,1
0x80000578,100%,0,1,1,0,0,0,1
0x800003e8,100%,0,1,1,0,0,0,1
0x15c7c,100%,0,1,1,0,0,0,1
