Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
aggregate,76.5651%,231622,756742,988364,354976,115879,115743,401766
0x1a344,49.9476%,57767,57646,115413,29066,28525,29242,28580
0x1a304,49.9337%,29059,28982,58041,14143,14877,14182,14839
0x1a320,49.8108%,29054,28835,57889,14685,14326,14728,14150
0x1a374,49.7907%,29032,28790,57822,15828,13278,15754,12962
0x1a3cc,49.6897%,28941,28584,57525,13905,14866,14075,14679
0x1a2e8,50.0686%,28756,28835,57591,12644,16012,12744,16191
0x1a3a0,50.0383%,28664,28708,57372,15142,13725,14939,13566
0x19858,99.9245%,174,230310,230484,1118,144,30,229192
0x1a330,99.7849%,124,57525,57649,0,112,12,57525
0x1a3ec,99.9238%,44,57721,57765,57643,8,36,78
0x1a3f8,99.115%,2,224,226,224,1,1,0
0x50478,0%,1,0,1,0,1,0,0
0x800003c8,0%,1,0,1,0,1,0,0
0x5041c,99.9994%,1,180353,180354,180353,1,0,0
0x80000054,0%,1,0,1,0,1,0,0
0x1a250,99.5556%,1,224,225,224,1,0,0
0x800003e8,100%,0,1,1,0,0,0,1
0x503c8,100%,0,1,1,1,0,0,0
0x80000578,100%,0,1,1,0,0,0,1
0x80000034,100%,0,1,1,0,0,0,1
0x503a8,100%,0,1,1,0,0,0,1
