Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
aggregate,97.1653%,149892,5137878,5287770,1796099,67302,82590,3341779
0x17830,85.9262%,54282,331413,385695,260026,18556,35726,71387
0x178e8,86.6367%,28564,185185,213749,103439,13975,14589,81746
0x179e8,90.7856%,17878,176145,194023,54314,10096,7782,121831
0x17a74,92.9921%,15001,199058,214059,103279,7572,7429,95779
0x17b60,94.6017%,5774,101185,106959,51534,3075,2699,49651
0x17a7c,94.8144%,5352,97856,103208,80539,2633,2719,17317
0x17dd4,96.8811%,3662,113752,117414,31164,1793,1869,82588
0x17c7c,96.6086%,3629,103378,107007,46719,1705,1924,56659
0x17e3c,94.3764%,3071,51538,54609,34271,1131,1940,17267
0x18454,96.9449%,2901,92056,94957,90334,610,2291,1722
0x17aa8,96.8809%,2632,81750,84382,48178,1343,1289,33572
0x17d18,95.2296%,2310,46114,48424,18172,1366,944,27942
0x18340,65.405%,1042,1970,3012,161,944,98,1809
0x18338,75.2298%,997,3028,4025,75,938,59,2953
0x18348,50.4457%,945,962,1907,458,502,443,504
0x17b08,99.7815%,234,106878,107112,12,202,32,106866
0x178c0,99.9374%,201,320972,321173,106966,148,53,214006
0x178d0,99.9066%,200,213859,214059,155,155,45,213704
0x17ac0,99.9416%,125,213934,214059,106924,61,64,107010
0x188f4,95.9705%,82,1953,2035,1156,25,57,797
0x17aa0,99.6157%,77,19959,20036,3,61,16,19956
0x188ac,96.3089%,65,1696,1761,1159,33,32,537
0x17cf8,99.9431%,61,107053,107114,107053,21,40,0
0x18898,97.0069%,61,1977,2038,1439,33,28,538
0x182c0,99.5503%,56,12397,12453,3989,36,20,8408
0x17b44,99.9515%,52,107062,107114,139,16,36,106923
0x1874c,97.451%,52,1988,2040,1335,25,27,653
0x17bd8,99.9571%,46,107068,107114,106969,38,8,99
0x18908,97.0109%,44,1428,1472,1270,25,19,158
0x18be4,96.359%,43,1138,1181,926,21,22,212
0x18880,98.3808%,33,2005,2038,1742,19,14,263
0x178bc,99.9913%,28,321144,321172,0,0,28,321144
0x17c64,99.9804%,21,107093,107114,100,7,14,106993
0x17cf0,99.9832%,18,107096,107114,0,0,18,107096
0x183bc,99.502%,15,2997,3012,3,9,6,2994
0x1795c,99.9935%,14,213735,213749,213735,14,0,0
0x1792c,99.9855%,14,96321,96335,0,0,14,96321
0x17ac4,99.9869%,14,107100,107114,0,2,12,107100
0x17974,99.9874%,14,110837,110851,0,0,14,110837
0x178fc,99.9865%,13,96322,96335,0,0,13,96322
0x17bf0,87.8505%,13,94,107,93,2,11,1
0x17894,99.9879%,13,107100,107113,0,0,13,107100
0x17d04,87.3684%,12,83,95,55,5,7,28
0x179fc,99.9907%,12,129665,129677,0,0,12,129665
0x17c90,99.9795%,12,58571,58583,0,0,12,58571
0x17b48,99.9897%,11,106948,106959,0,0,11,106948
0x17bd4,99.9875%,11,87741,87752,0,0,11,87741
0x17a5c,99.9939%,11,179187,179198,179187,11,0,0
0x18c18,96.1538%,9,225,234,188,4,5,37
0x17ab8,99.9742%,9,34852,34861,0,0,9,34852
0x18474,99.7764%,9,4016,4025,4016,7,2,0
0x179a4,99.9937%,7,110844,110851,0,0,7,110844
0x1893c,96.0452%,7,170,177,165,4,3,5
0x18b98,92.8571%,6,78,84,78,4,2,0
0x17a2c,99.9954%,6,129671,129677,0,0,6,129671
0x182d8,99.9407%,5,8423,8428,8423,5,0,0
0x1861c,99.7549%,5,2035,2040,2032,3,2,3
0x17cc0,99.9915%,5,58578,58583,0,0,5,58578
0x17b74,99.9904%,5,52345,52350,0,0,5,52345
0x18770,99.2647%,5,675,680,0,3,2,675
0x17e28,98.1308%,4,210,214,210,2,2,0
0x1862c,99.8039%,4,2036,2040,2034,4,0,2
0x4c4c4,25%,3,1,4,1,3,0,0
0x188e0,99.4728%,3,566,569,414,1,2,152
0x18d28,95.3125%,3,61,64,61,1,2,0
0x10c30,95.3125%,3,61,64,61,1,2,0
0x4c65c,25%,3,1,4,1,1,2,0
0x1863c,99.8529%,3,2037,2040,2036,2,1,1
0x4cb5c,0%,3,0,3,0,1,2,0
0x18200,95.3125%,3,61,64,61,1,2,0
0x4c730,50%,2,2,4,0,1,1,2
0x4d3d4,0%,2,0,2,0,2,0,0
0x185e4,99.902%,2,2038,2040,0,0,2,2038
0x4cdc0,0%,2,0,2,0,2,0,0
0x17ba4,99.9962%,2,52348,52350,0,0,2,52348
0x4c770,33.3333%,2,1,3,0,2,0,1
0x4c750,0%,2,0,2,0,1,1,0
0x1830c,99.9503%,2,4023,4025,0,0,2,4023
0x1860c,99.902%,2,2038,2040,0,0,2,2038
0x18294,99.9503%,2,4023,4025,0,0,2,4023
0x18950,33.3333%,2,1,3,0,1,1,1
0x17e4c,99.9896%,2,19205,19207,19205,2,0,0
0x4b8ac,50%,2,2,4,2,2,0,0
0x4a030,33.3333%,2,1,3,0,1,1,1
0x4cb68,66.6667%,1,2,3,2,1,0,0
0x4cd94,66.6667%,1,2,3,0,1,0,2
0x4b980,75%,1,3,4,3,1,0,0
0x4cd74,50%,1,1,2,1,1,0,0
0x18614,99.951%,1,2039,2040,0,0,1,2039
0x4cd6c,66.6667%,1,2,3,0,1,0,2
0x4de20,75%,1,3,4,3,1,0,0
0x4e390,75%,1,3,4,3,1,0,0
0x17e20,50%,1,1,2,1,1,0,0
0x4cda8,50%,1,1,2,0,1,0,1
0x4b950,75%,1,3,4,3,1,0,0
0x4c4b8,75%,1,3,4,0,0,1,3
0x4ca3c,0%,1,0,1,0,1,0,0
0x4ba34,75%,1,3,4,3,1,0,0
0x4c744,66.6667%,1,2,3,0,1,0,2
0x4b7bc,75%,1,3,4,3,1,0,0
0x4c720,75%,1,3,4,3,1,0,0
0x10c98,50%,1,1,2,1,1,0,0
0x4b800,75%,1,3,4,3,1,0,0
0x4a028,75%,1,3,4,0,1,0,3
0x4cbd4,0%,1,0,1,0,1,0,0
0x4a29c,75%,1,3,4,0,1,0,3
0x4caf4,66.6667%,1,2,3,2,1,0,0
0x4ca50,0%,1,0,1,0,1,0,0
0x10cb4,50%,1,1,2,1,1,0,0
0x4c6b4,75%,1,3,4,0,1,0,3
0x10fd4,50%,1,1,2,1,1,0,0
0x4d0e8,0%,1,0,1,0,1,0,0
0x18d3c,50%,1,1,2,1,1,0,0
0x4dc90,75%,1,3,4,3,1,0,0
0x80000054,0%,1,0,1,0,1,0,0
0x4d0f4,0%,1,0,1,0,1,0,0
0x18988,50%,1,1,2,0,1,0,1
0x18d2c,50%,1,1,2,1,1,0,0
0x185cc,99.8529%,1,679,680,0,0,1,679
0x800003c8,0%,1,0,1,0,1,0,0
0x4a000,100%,0,4,4,0,0,0,4
0x4c6e4,100%,0,4,4,0,0,0,4
0x800003e8,100%,0,1,1,0,0,0,1
0x4c718,100%,0,4,4,0,0,0,4
0x4c710,100%,0,4,4,0,0,0,4
0x4cef8,100%,0,1,1,0,0,0,1
0x4cd9c,100%,0,2,2,0,0,0,2
0x18648,100%,0,2040,2040,0,0,0,2040
0x4c6f0,100%,0,4,4,0,0,0,4
0x4d0d0,100%,0,1,1,0,0,0,1
0x4a2cc,100%,0,4,4,0,0,0,4
0x4c708,100%,0,4,4,0,0,0,4
0x18580,100%,0,2,2,0,0,0,2
0x4b7f4,100%,0,4,4,0,0,0,4
0x4c6ec,100%,0,4,4,0,0,0,4
0x18238,100%,0,2,2,0,0,0,2
0x4cb60,100%,0,2,2,0,0,0,2
0x18604,100%,0,2040,2040,0,0,0,2040
0x18d74,100%,0,2,2,0,0,0,2
0x4a28c,100%,0,4,4,0,0,0,4
0x4c738,100%,0,3,3,0,0,0,3
0x4c788,100%,0,1,1,0,0,0,1
0x18558,100%,0,2,2,0,0,0,2
0x4a018,100%,0,4,4,0,0,0,4
0x4b7a4,100%,0,4,4,0,0,0,4
0x4e380,100%,0,4,4,0,0,0,4
0x11230,100%,0,2,2,0,0,0,2
0x49998,100%,0,2,2,0,0,0,2
0x4a2bc,100%,0,4,4,0,0,0,4
