Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
aggregate,96.884%,163441,5081716,5245157,1800796,74304,89137,3280920
0x17830,84.7708%,62452,347628,410080,281179,21852,40600,66449
0x178e8,86.1417%,29587,183909,213496,103967,15300,14287,79942
0x179e8,89.8406%,19752,174669,194421,59918,11165,8587,114751
0x17a74,92.4087%,16237,197653,213890,99791,8276,7961,97862
0x17b60,93.724%,6706,100146,106852,53242,3422,3284,46904
0x17a7c,94.4662%,5856,99967,105823,83552,2802,3054,16415
0x17dd4,96.6034%,4051,115216,119267,30665,1993,2058,84551
0x17c7c,96.4896%,3753,103158,106911,46880,1947,1806,56278
0x17e3c,94.1233%,3330,53334,56664,35204,1400,1930,18130
0x18454,97.2223%,2815,98529,101344,97751,438,2377,778
0x17d18,94.628%,2623,46204,48827,15702,1788,835,30502
0x17aa8,97.1537%,2576,87929,90505,49813,1217,1359,38116
0x18340,63.9227%,859,1522,2381,30,798,61,1492
0x18338,74.9604%,790,2365,3155,3,771,19,2362
0x18348,50.2898%,772,781,1553,400,383,389,381
0x178d0,99.8906%,234,213656,213890,199,195,39,213457
0x178c0,99.9296%,226,320713,320939,106883,166,60,213830
0x17b08,99.816%,197,106852,107049,5,167,30,106847
0x17ac0,99.9476%,112,213778,213890,106838,58,54,106940
0x17cf8,99.929%,76,106973,107049,106973,21,55,0
0x17aa0,99.6713%,64,19405,19469,4,43,21,19401
0x17bd8,99.9542%,49,107000,107049,106869,42,7,131
0x17b44,99.9561%,47,107002,107049,183,14,33,106819
0x17bf0,81.1594%,26,112,138,112,7,19,0
0x178bc,99.9931%,22,320917,320939,0,0,22,320917
0x17cf0,99.9794%,22,107027,107049,0,0,22,107027
0x17894,99.9851%,16,107033,107049,0,0,16,107033
0x17bd4,99.9827%,15,86777,86792,0,0,15,86777
0x17b48,99.9869%,14,106838,106852,0,0,14,106838
0x17c90,99.9776%,13,58071,58084,0,0,13,58071
0x178fc,99.9873%,12,94217,94229,0,0,12,94217
0x17a5c,99.9931%,12,174403,174415,174403,12,0,0
0x17d04,89.916%,12,107,119,77,2,10,30
0x17ab8,99.9696%,12,39463,39475,0,0,12,39463
0x179fc,99.9911%,11,123374,123385,0,0,11,123374
0x17c64,99.9897%,11,107038,107049,134,4,7,106904
0x17b74,99.9781%,11,50177,50188,0,0,11,50177
0x1795c,99.9953%,10,213486,213496,213486,10,0,0
0x17974,99.9917%,9,108058,108067,0,0,9,108058
0x17a2c,99.9943%,7,123378,123385,0,0,7,123378
0x17cc0,99.9879%,7,58077,58084,0,0,7,58077
0x17ac4,99.9935%,7,107042,107049,0,0,7,107042
0x179a4,99.9935%,7,108060,108067,0,0,7,108060
0x1792c,99.9947%,5,94224,94229,0,0,5,94224
0x18474,99.8732%,4,3151,3155,3151,4,0,0
0x1830c,99.9366%,2,3153,3155,0,0,2,3153
0x17e4c,99.99%,2,20058,20060,20058,2,0,0
0x182c0,99.9366%,2,3153,3155,3153,2,0,0
0x18294,99.9366%,2,3153,3155,0,0,2,3153
0x800003c8,0%,1,0,1,0,1,0,0
0x17ba4,99.998%,1,50187,50188,0,0,1,50187
0x80000054,0%,1,0,1,0,1,0,0
0x17e28,99.4186%,1,171,172,171,1,0,0
0x17c34,100%,0,19,19,0,0,0,19
0x80000034,100%,0,1,1,0,0,0,1
0x800003e8,100%,0,1,1,0,0,0,1
0x17c04,100%,0,19,19,0,0,0,19
0x80000578,100%,0,1,1,0,0,0,1
0x183bc,100%,0,2381,2381,0,0,0,2381
