Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
aggregate,93.9835%,317262,4955946,5273208,1702003,124315,192947,3253943
0x17830,74.4805%,93016,271474,364490,232956,23117,69899,38518
0x178e8,76.7669%,50325,166284,216609,69883,24189,26136,96401
0x17a74,78.7133%,46109,170500,216609,96602,23830,22279,73898
0x179e8,78.3001%,41110,148338,189448,58376,18942,22168,89962
0x17b60,77.5589%,24330,84087,108417,27693,13264,11066,56394
0x17c7c,77.6087%,24276,84141,108417,45851,9512,14764,38290
0x17aa8,89.9642%,9742,87330,97072,64984,2674,7068,22346
0x17a7c,90.4353%,9199,86978,96177,67906,1110,8089,19072
0x17aa0,80.4794%,5302,21859,27161,3586,3821,1481,18273
0x17dd4,94.7763%,4914,89158,94072,26634,2199,2715,62524
0x17e3c,88.9933%,4508,36449,40957,27529,721,3787,8920
0x17d18,93.7702%,3449,51914,55363,39259,477,2972,12655
0x178c0,99.912%,286,324740,325026,108192,225,61,216548
0x17ac0,99.9197%,174,216435,216609,108109,83,91,108326
0x18454,99.8738%,115,90975,91090,90975,25,90,0
0x18340,55.3846%,29,36,65,5,17,12,31
0x18338,67.7778%,29,61,90,4,21,8,57
0x178bc,99.992%,26,325000,325026,0,0,26,325000
0x18348,41.8605%,25,18,43,6,14,11,12
0x17894,99.9806%,21,108396,108417,0,0,21,108396
0x1795c,99.9908%,20,216589,216609,216589,20,0,0
0x17bd8,99.9825%,19,108398,108417,108398,19,0,0
0x17b48,99.9834%,18,108399,108417,0,0,18,108399
0x17974,99.9859%,17,120415,120432,0,0,17,120415
0x17b08,99.9843%,17,108400,108417,0,0,17,108400
0x17cf8,99.9843%,17,108400,108417,108400,17,0,0
0x178fc,99.9861%,17,122520,122537,0,0,17,122520
0x17cf0,99.9862%,15,108402,108417,0,0,15,108402
0x178d0,99.9935%,14,216595,216609,0,0,14,216595
0x17bd4,99.9864%,13,95697,95710,0,0,13,95697
0x17ab8,99.9592%,12,29402,29414,0,0,12,29402
0x17a5c,99.9936%,12,187183,187195,187183,12,0,0
0x179fc,99.9908%,11,119526,119537,0,0,11,119526
0x17b74,99.9852%,10,67450,67460,0,0,10,67450
0x17b44,99.9908%,10,108407,108417,0,0,10,108407
0x17ac4,99.9917%,9,108408,108417,0,0,9,108408
0x17c90,99.9849%,8,53046,53054,0,0,8,53046
0x1792c,99.9935%,8,122529,122537,0,0,8,122529
0x17c64,99.9945%,6,108411,108417,0,0,6,108411
0x17a2c,99.995%,6,119531,119537,0,0,6,119531
0x17ba4,99.9926%,5,67455,67460,0,0,5,67455
0x179a4,99.9967%,4,120428,120432,0,0,4,120428
0x17cc0,99.9943%,3,53051,53054,0,0,3,53051
0x17e4c,99.9843%,2,12705,12707,12705,2,0,0
0x80000054,0%,1,0,1,0,1,0,0
0x182c0,98.8889%,1,89,90,89,1,0,0
0x18474,98.8889%,1,89,90,89,1,0,0
0x800003c8,0%,1,0,1,0,1,0,0
0x1830c,100%,0,90,90,0,0,0,90
0x18294,100%,0,90,90,0,0,0,90
0x80000034,100%,0,1,1,0,0,0,1
0x800003e8,100%,0,1,1,0,0,0,1
0x183bc,100%,0,65,65,0,0,0,65
0x80000578,100%,0,1,1,0,0,0,1
