Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
aggregate,90.3616%,605293,5674716,6280009,2340706,226038,379255,3334010
0x16f7c,76.3673%,150206,485380,635586,215511,49134,101072,269869
0x16ff0,72.6517%,90322,239943,330265,130028,31069,59253,109915
0x16f94,84.576%,57214,313727,370941,292477,14747,42467,21250
0x1b24c,72.0565%,36048,92955,129003,47491,18554,17494,45464
0x1b21c,72.7319%,35015,93395,128410,42983,18195,16820,50412
0x1b274,81.3772%,24024,104979,129003,79283,10177,13847,25696
0x1b3e8,69.9767%,22268,51901,74169,23786,11813,10455,28115
0x1b418,70.2107%,22174,52262,74436,29248,10801,11373,23014
0x1b440,79.7262%,15091,59345,74436,43892,6933,8158,15453
0x1b578,78.2088%,14392,51653,66045,45839,3694,10698,5814
0x1b058,64.5136%,11559,21014,32573,11280,5895,5664,9734
0x1b624,71.5399%,11398,28651,40049,23838,3368,8030,4813
0x1b088,66.7228%,10877,21809,32686,12997,5306,5571,8812
0x1b6d0,82.4757%,10721,50457,61178,46982,2280,8441,3475
0x1b33c,75.5862%,10536,32620,43156,22672,3562,6974,9948
0x17008,94.8188%,8765,160403,169168,159700,478,8287,703
0x1b77c,77.887%,7872,27727,35599,25802,1390,6482,1925
0x1b0b0,77.7305%,7279,25407,32686,5417,3774,3505,19990
0x1b28c,82.6796%,6849,32694,39543,31040,1302,5547,1654
0x1b508,73.2872%,6644,18228,24872,14732,1922,4722,3496
0x1b458,78.1585%,5157,18454,23611,16989,1190,3967,1465
0x1b828,74.5506%,4658,13645,18303,12286,1202,3456,1359
0x4d250,77.7007%,4628,16126,20754,8120,2258,2370,8006
0x1b328,97.438%,3305,125698,129003,84290,1557,1748,41408
0x1b0c8,86.5248%,3166,20329,23495,7819,1332,1834,12510
0x1ba20,82.0029%,3091,14084,17175,13195,781,2310,889
0x1b350,84.529%,2618,14304,16922,7541,1162,1456,6763
0x1b4f4,96.5729%,2551,71885,74436,48348,1216,1335,23537
0x1b704,80.8745%,2279,9637,11916,2513,1531,748,7124
0x1b5ac,86.4583%,2236,14276,16512,2828,1528,708,11448
0x16fa0,96.8548%,2004,61713,63717,1,1979,25,61712
0x1b514,76.953%,1894,6324,8218,5274,678,1216,1050
0x1b658,88.6008%,1464,11379,12843,1286,1134,330,10093
0x1b7b0,82.7644%,1449,6958,8407,834,1207,242,6124
0x1b2c0,84.2383%,1135,6066,7201,1624,732,403,4442
0x1b164,97.7727%,728,31958,32686,21506,210,518,10452
0x1b48c,87.592%,674,4758,5432,940,482,192,3818
0x4ce5c,97.1471%,609,20738,21347,20738,16,593,0
0x1b1fc,99.7233%,357,128646,129003,327,266,91,128319
0x4c6b4,98.546%,319,21621,21940,293,300,19,21328
0x16f60,99.9615%,220,571650,571870,0,176,44,571650
0x16fd4,99.9353%,208,321067,321275,0,155,53,321067
0x1b3c8,99.7273%,203,74233,74436,112,155,48,74121
0x16fac,99.7677%,148,63569,63717,63569,13,135,0
0x1b038,99.7155%,93,32593,32686,40,73,20,32553
0x1b254,99.9535%,60,128943,129003,128943,60,0,0
0x1b1f0,99.9597%,52,128951,129003,0,0,52,128951
0x1b3f0,99.9501%,37,74132,74169,74132,37,0,0
0x1b224,99.9774%,29,128381,128410,128381,29,0,0
0x4e390,99.8769%,27,21911,21938,21911,27,0,0
