Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
aggregate,93.9393%,320821,4972672,5293493,1680425,127945,192876,3292247
0x17830,74.0672%,90619,258819,349438,216824,23848,66771,41995
0x178e8,76.3068%,51261,165092,216353,65428,25839,25422,99664
0x17a74,78.2384%,47283,169994,217277,100555,22987,24296,69439
0x179e8,78.1415%,41685,149019,190704,57122,19127,22558,91897
0x17b60,77.247%,24642,83660,108302,26841,13331,11311,56819
0x17c7c,77.5147%,24352,83950,108302,43614,10052,14300,40336
0x17a7c,91.5784%,7894,85841,93735,66217,945,6949,19624
0x17aa8,92.2693%,7320,87367,94687,62969,1715,5605,24398
0x17dd4,93.2232%,6185,85082,91267,25600,2061,4124,59482
0x17aa0,77.3228%,6026,20547,26573,3989,4146,1880,16558
0x17e3c,85.5969%,5786,34386,40172,24615,1351,4435,9771
0x17d18,93.6571%,3404,50262,53666,38796,679,2725,11466
0x18454,99.1457%,744,86340,87084,86340,24,720,0
0x178d0,99.7823%,473,216804,217277,511,413,60,216293
0x17b08,99.761%,260,108505,108765,45,216,44,108460
0x1861c,74.8958%,241,719,960,676,45,196,43
0x1863c,77.0833%,220,740,960,706,51,169,34
0x18348,46.6844%,201,176,377,107,85,116,69
0x17cf8,99.8198%,196,108569,108765,108527,43,153,42
0x18338,73.3703%,192,529,721,12,169,23,517
0x17bf0,58.9633%,190,273,463,212,64,126,61
0x17ac0,99.9126%,190,217087,217277,108610,96,94,108477
0x18340,67.037%,178,362,540,6,157,21,356
0x1862c,81.6667%,176,784,960,722,54,122,62
0x178c0,99.9528%,154,325888,326042,108678,87,67,217210
0x1874c,86.6667%,128,832,960,580,60,68,252
0x18be4,84.9576%,71,401,472,331,38,33,70
0x188ac,89.5623%,62,532,594,407,33,29,125
0x18880,91.9419%,61,696,757,559,35,26,137
0x18898,92.7835%,56,720,776,618,20,36,102
0x17b44,99.9494%,55,108710,108765,447,16,39,108263
0x18908,93.8871%,39,599,638,570,15,24,29
0x17d04,86.5942%,37,239,276,136,12,25,103
0x178bc,99.9902%,32,326010,326042,0,0,32,326010
0x17cf0,99.9798%,22,108743,108765,0,0,22,108743
0x17bd8,99.9798%,22,108743,108765,108282,20,2,461
0x17894,99.9807%,21,108745,108766,0,0,21,108745
0x17974,99.9846%,19,123523,123542,0,0,19,123523
0x17ac4,99.9844%,17,108749,108766,0,1,16,108749
0x17bd4,99.983%,16,94080,94096,0,0,16,94080
0x17c64,99.9853%,16,108749,108765,458,5,11,108291
0x188e0,90.2597%,15,139,154,127,8,7,12
0x17b74,99.978%,15,68115,68130,0,0,15,68115
0x17b48,99.9871%,14,108288,108302,0,0,14,108288
0x17a5c,99.9925%,14,187261,187275,187261,14,0,0
0x18c18,86.4078%,14,89,103,33,6,8,56
0x179fc,99.9886%,14,122576,122590,0,0,14,122576
0x1795c,99.994%,13,216340,216353,216340,13,0,0
0x17c90,99.9762%,13,54623,54636,0,0,13,54623
