Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
aggregate,93.6626%,335765,4962359,5298124,1736688,128301,207464,3225671
0x17830,75.7504%,92484,288899,381383,250098,22066,70418,38801
0x178e8,77.0718%,49771,167302,217073,67654,24393,25378,99648
0x17a74,78.5054%,46865,171167,218032,91023,23671,23194,80144
0x179e8,75.9291%,44632,140787,185419,69362,19333,25299,71425
0x17c7c,77.841%,24107,84684,108791,54021,8773,15334,30663
0x17b60,78.9209%,22921,85817,108738,29627,11263,11658,56190
0x17aa8,87.7438%,13914,99612,113526,67219,4964,8950,32393
0x17a7c,87.5612%,12854,90484,103338,67639,3086,9768,22845
0x17dd4,92.3257%,7064,84983,92047,28701,2618,4446,56282
0x17e3c,83.2697%,6841,34049,40890,24137,1508,5333,9912
0x17aa0,82.2003%,5805,26808,32613,3501,4281,1524,23307
0x17d18,91.0963%,5591,57203,62794,41109,1310,4281,16094
0x18454,99.3314%,636,94484,95120,94480,34,602,4
0x178d0,99.7876%,463,217569,218032,571,388,75,216998
0x17cf8,99.6383%,395,108824,109219,108820,16,379,4
0x17ac0,99.9174%,180,217851,218031,109130,66,114,108721
0x18340,60.8315%,179,278,457,19,134,45,259
0x17bf0,58.4112%,178,250,428,213,53,125,37
0x18338,72.9373%,164,442,606,6,143,21,436
0x18348,56.5789%,132,172,304,120,42,90,52
0x178c0,99.9646%,116,327135,327251,109168,51,65,217967
0x17b44,99.9506%,54,109165,109219,469,12,42,108696
0x17b08,99.9597%,44,109174,109218,38,15,29,109136
0x17bd8,99.9652%,38,109181,109219,108767,24,14,414
0x178bc,99.9911%,29,327222,327251,0,0,29,327222
0x17d04,89.0977%,29,237,266,146,6,23,91
0x1795c,99.9894%,23,217050,217073,217050,23,0,0
0x17cf0,99.9799%,22,109197,109219,0,0,22,109197
0x17b48,99.9798%,22,108716,108738,0,0,22,108716
0x17894,99.9826%,19,109200,109219,0,0,19,109200
0x17974,99.9834%,19,114675,114694,0,0,19,114675
0x17c64,99.9826%,19,109200,109219,423,5,14,108777
0x17ab8,99.9565%,18,41325,41343,0,0,18,41325
0x178fc,99.988%,15,125011,125026,0,0,15,125011
0x179fc,99.9866%,14,104492,104506,0,0,14,104492
0x17c90,99.9696%,14,45983,45997,0,0,14,45983
0x17bd4,99.9861%,13,93480,93493,0,0,13,93480
0x17ac4,99.989%,12,109206,109218,0,0,12,109206
0x17b74,99.9838%,11,67837,67848,0,0,11,67837
0x17a5c,99.9938%,11,176677,176688,176677,11,0,0
0x17cc0,99.9804%,9,45988,45997,0,0,9,45988
0x1792c,99.9928%,9,125017,125026,0,0,9,125017
0x179a4,99.993%,8,114686,114694,0,0,8,114686
0x17a2c,99.9952%,5,104500,104505,0,0,5,104500
0x17e4c,99.9738%,4,15241,15245,15241,4,0,0
0x17ba4,99.9956%,3,67845,67848,0,0,3,67845
0x18474,99.505%,3,603,606,603,3,0,0
0x182c0,99.67%,2,604,606,604,2,0,0
0x800003c8,0%,1,0,1,0,1,0,0
0x1830c,99.835%,1,605,606,0,0,1,605
0x80000054,0%,1,0,1,0,1,0,0
0x17e28,98.1132%,1,52,53,52,1,0,0
0x17c34,100%,0,162,162,0,0,0,162
0x80000034,100%,0,1,1,0,0,0,1
0x800003e8,100%,0,1,1,0,0,0,1
0x17c04,100%,0,162,162,0,0,0,162
0x80000578,100%,0,1,1,0,0,0,1
0x18294,100%,0,606,606,0,0,0,606
0x183bc,100%,0,457,457,0,0,0,457
