Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
aggregate,86.1514%,1213335,7548108,8761443,4955501,506996,706339,2592607
0x1ca50,74.2783%,155900,450203,606103,335559,42890,113010,114644
0x1c9b8,78.3108%,131459,474644,606103,355526,37340,94119,119118
0x1ca98,79.5015%,124242,481861,606103,210412,43544,80698,271449
0x1c920,83.4586%,100258,505845,606103,308697,39581,60677,197148
0x1caac,72.1392%,98111,254036,352147,119641,64803,33308,134395
0x1ca1c,73.0267%,94592,256095,350687,118416,66568,28024,137679
0x1c894,85.5099%,87825,518278,606103,345001,38722,49103,173277
0x1ca0c,86.0926%,84293,521810,606103,218657,36759,47534,303153
0x1c8d8,89.8936%,61255,544848,606103,361632,32303,28952,183216
0x1c934,79.3015%,53366,204459,257825,158678,26565,26801,45781
0x1c970,92.3826%,46169,559934,606103,345911,22744,23425,214023
0x1c980,82.6%,41316,196132,237448,160366,20527,20789,35766
0x1ca60,83.0642%,38555,189099,227654,169243,13385,25170,19856
0x1c8a4,83.6195%,36427,185953,222380,178545,6189,30238,7408
0x1c8e8,86.7237%,28168,184000,212168,178357,4570,23598,5643
0x1c9cc,86.8386%,28065,185172,213237,171207,9660,18405,13965
0x1cae4,99.8421%,957,605145,606102,605140,47,910,5
0x11ca4,67.39%,526,1087,1613,878,130,396,209
0x11cc0,70.2179%,369,870,1239,572,112,257,298
0x11cf0,79.7366%,200,787,987,539,84,116,248
0x11d0c,78.6418%,195,718,913,662,54,141,56
0x11df4,81.5789%,126,558,684,380,52,74,178
0x11f58,89.1869%,125,1031,1156,479,72,53,552
0x11d58,59.9265%,109,163,272,155,27,82,8
0x11f50,62.7706%,86,145,231,20,63,23,125
0x11d3c,79.1789%,71,270,341,264,20,51,6
0x11d8c,60.5882%,67,103,170,100,16,51,3
0x11e1c,91.0615%,64,652,716,546,26,38,106
0x1cad8,99.9921%,48,606054,606102,606054,48,0,0
0x11f64,92.6164%,46,577,623,527,22,24,50
0x11f80,75.2747%,45,137,182,61,19,26,76
0x1c90c,99.8735%,37,29204,29241,0,0,37,29204
0x1c958,99.9587%,30,72553,72583,0,0,30,72553
0x1c9f0,99.9135%,28,32342,32370,0,0,28,32342
0x1cad0,99.9881%,20,167683,167703,0,1,19,167683
0x1ca40,99.9885%,19,165684,165703,0,0,19,165684
0x1ca84,99.96%,18,45008,45026,0,0,18,45008
0x11f08,94.1606%,16,258,274,35,8,8,223
0x11c5c,99.1866%,15,1829,1844,269,5,10,1560
0x1c8c8,99.9708%,11,37635,37646,0,0,11,37635
0x11e48,96.4789%,10,274,284,213,2,8,61
0x11cc4,99.0881%,9,978,987,85,6,3,893
0x1c9a4,99.9841%,9,56546,56555,0,0,9,56546
0x1cbe0,98.69%,6,452,458,0,0,6,452
0x1cbe4,98.69%,6,452,458,0,0,6,452
0x11c64,99.6815%,5,1565,1570,0,0,5,1565
0x1cc10,99.1266%,4,454,458,454,4,0,0
0x11e80,99.8373%,3,1841,1844,1841,2,1,0
0x11fb8,93.0233%,3,40,43,0,0,3,40
0x1cbbc,99.345%,3,455,458,0,1,2,455
0x1c86c,99.7817%,2,914,916,0,0,2,914
0x11f8c,98.2759%,2,114,116,1,2,0,113
0x11d10,98.9848%,2,195,197,0,0,2,195
0x4de20,0%,1,0,1,0,1,0,0
0x4b7a4,0%,1,0,1,0,0,1,0
0x4b7f4,0%,1,0,1,0,0,1,0
0x4ba34,0%,1,0,1,0,1,0,0
0x4c784,0%,1,0,1,0,0,1,0
0x4a030,50%,1,1,2,1,1,0,0
0x4cf64,50%,1,1,2,0,1,0,1
0x4b7cc,0%,1,0,1,0,0,1,0
0x4a2bc,0%,1,0,1,0,0,1,0
0x1cf68,50%,1,1,2,0,0,1,1
0x4b7d8,0%,1,0,1,0,0,1,0
0x4b800,0%,1,0,1,0,1,0,0
0x4a28c,0%,1,0,1,0,0,1,0
0x4a2cc,0%,1,0,1,0,0,1,0
0x4c750,0%,1,0,1,0,1,0,0
0x4caf4,0%,1,0,1,0,1,0,0
0x4cbcc,50%,1,1,2,1,0,1,0
0x4cfd0,0%,1,0,1,0,1,0,0
0x4cf74,0%,1,0,1,0,1,0,0
0x4c720,0%,1,0,1,0,1,0,0
0x1c728,50%,1,1,2,0,0,1,1
0x4e380,0%,1,0,1,0,0,1,0
0x4cb68,0%,1,0,1,0,1,0,0
0x4b91c,0%,1,0,1,0,0,1,0
0x11d60,99.4118%,1,169,170,169,1,0,0
0x12a48,0%,1,0,1,0,1,0,0
0x4e390,0%,1,0,1,0,1,0,0
0x4cbd4,0%,1,0,1,0,1,0,0
