Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
aggregate,90.6519%,742121,7196575,7938696,3916519,147846,594275,3280056
0x1bef8,74.9824%,425778,1276137,1701915,1237189,32568,393210,38948
0x1bf40,81.7684%,310286,1391629,1701915,1160390,113337,196949,231239
0x1bf50,99.5626%,1873,426315,428188,426314,23,1850,1
0x1c228,65.5206%,702,1334,2036,42,639,63,1292
0x1c230,51.0701%,663,692,1355,589,147,516,103
0x1c294,75.1829%,441,1336,1777,130,336,105,1206
0x1c2e8,76.027%,426,1351,1777,1179,115,311,172
0x1c380,79.4698%,364,1409,1773,1245,102,262,164
0x1c238,49.1115%,315,304,619,238,106,209,66
0x1c45c,77.6792%,302,1051,1353,910,105,197,141
0x1c410,75.6494%,150,466,616,449,29,121,17
0x1c334,92.1778%,139,1638,1777,1303,34,105,335
0x1c4b0,67.1533%,90,184,274,130,44,46,54
0x1c26c,93.8007%,84,1271,1355,1057,39,45,214
0x1c3b8,48.2759%,45,42,87,37,14,31,5
0x1c320,45.122%,45,37,82,12,29,16,25
0x1c36c,58.8785%,44,63,107,38,21,23,25
0x1bf0c,99.9933%,29,432129,432158,0,16,13,432129
0x1c3fc,47.9167%,25,23,48,15,9,16,8
0x1beec,99.9985%,25,1701890,1701915,0,0,25,1701890
0x1c288,98.8212%,24,2012,2036,0,16,8,2012
0x1bed0,99.9951%,21,428166,428187,0,0,21,428166
0x1bf18,99.9958%,18,432124,432142,0,0,18,432124
0x161a4,99.9985%,16,1071000,1071016,1071000,1,15,0
0x1c0bc,98.3766%,15,909,924,0,12,3,909
0x110c4,42.3077%,15,11,26,2,8,7,9
0x1c338,97.2727%,12,428,440,331,2,10,97
0x1c494,52.381%,10,11,21,6,6,4,5
0x1c3c8,98.0687%,9,457,466,416,2,7,41
0x4dc88,43.75%,9,7,16,4,4,5,3
0x4cd94,25%,9,3,12,2,4,5,1
0x4b950,50%,8,8,16,6,2,6,2
0x4cf64,52.9412%,8,9,17,2,6,2,7
0x1c2ec,98.5507%,7,476,483,399,2,5,77
0x1c460,97.929%,7,331,338,315,2,5,16
0x1c09c,99.2449%,7,920,927,0,4,3,920
0x1c2b0,99.6067%,7,1773,1780,1771,2,5,2
0x1c2a4,99.6061%,7,1770,1777,1770,4,3,0
0x1c384,98.3568%,7,419,426,337,2,5,82
0x1c2c4,99.6629%,6,1774,1780,1774,3,3,0
0x1c2bc,99.7191%,5,1775,1780,1775,2,3,0
0x4cd74,37.5%,5,3,8,3,3,2,0
0x1c2d0,99.7191%,5,1775,1780,1773,4,1,2
0x110ac,86.6667%,4,26,30,0,4,0,26
0x1c254,99.3538%,4,615,619,615,1,3,0
0x1c264,99.7786%,3,1352,1355,1352,1,2,0
0x1c0b4,99.6753%,3,921,924,0,0,3,921
0x1c448,70%,3,7,10,7,1,2,0
0x1be68,99.8919%,2,1848,1850,0,0,2,1848
0x1c0ec,99.7843%,2,925,927,925,2,0,0
0x1c414,98.5507%,2,136,138,127,1,1,9
0x1c244,99.2727%,2,273,275,273,1,1,0
0x1bfc8,93.75%,1,15,16,15,1,0,0
0x4c65c,87.5%,1,7,8,7,1,0,0
0x4a030,87.5%,1,7,8,7,1,0,0
0x80000054,0%,1,0,1,0,1,0,0
0x4dc90,87.5%,1,7,8,7,1,0,0
0x4b7bc,87.5%,1,7,8,7,1,0,0
0x4cfa0,87.5%,1,7,8,7,1,0,0
0x4c788,87.5%,1,7,8,7,1,0,0
0x4c4c4,87.5%,1,7,8,7,1,0,0
0x1c670,93.75%,1,15,16,15,1,0,0
0x4b980,87.5%,1,7,8,7,1,0,0
0x4e390,93.75%,1,15,16,15,1,0,0
0x4b840,87.5%,1,7,8,0,0,1,7
0x4cdc0,83.3333%,1,5,6,5,1,0,0
0x4cfd0,87.5%,1,7,8,7,1,0,0
0x4d3d4,83.3333%,1,5,6,5,1,0,0
