Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
aggregate,93.6577%,338050,4992022,5330072,1641856,145051,192999,3350166
0x17830,73.0897%,91141,247543,338684,204875,24131,67010,42668
0x178e8,75.8521%,52692,165513,218205,59240,27371,25321,106273
0x17a74,79.4356%,45035,173960,218995,99052,24455,20580,74908
0x179e8,78.3861%,40281,146085,186366,58588,20553,19728,87497
0x17c7c,75.7609%,26585,83093,109678,48654,10994,15591,34439
0x17b60,76.3879%,25804,83479,109283,21060,14575,11229,62419
0x17aa8,87.6368%,12740,90308,103048,64790,3251,9489,25518
0x17a7c,88.5514%,10932,84556,95488,59840,3019,7913,24716
0x17dd4,89.1561%,9392,77219,86611,18131,4688,4704,59088
0x17aa0,80.2722%,6437,26192,32629,3778,4944,1493,22414
0x17e3c,82.6014%,6200,29435,35635,15030,2791,3409,14405
0x17d18,91.0223%,5355,54293,59648,33887,1682,3673,20406
0x18454,98.9935%,849,83500,84349,83500,19,830,0
0x178c0,99.86%,460,328213,328673,109315,363,97,218898
0x178d0,99.8082%,420,218575,218995,429,361,59,218146
0x17b08,99.7119%,316,109361,109677,47,269,47,109314
0x1861c,83.0778%,298,1463,1761,1329,91,207,134
0x188ac,75.5575%,285,881,1166,431,144,141,450
0x1863c,85.6332%,253,1508,1761,1454,67,186,54
0x17ac0,99.8854%,251,218744,218995,109156,160,91,109588
0x1874c,86.4282%,239,1522,1761,1116,58,181,406
0x18348,47.191%,235,210,445,85,128,107,125
0x18338,71.7548%,235,597,832,6,214,21,591
0x1862c,87.1096%,227,1534,1761,1498,66,161,36
0x18340,70.4248%,181,431,612,16,151,30,415
0x18898,89.3223%,167,1397,1564,928,72,95,469
0x18880,89.9408%,153,1368,1521,1075,91,62,293
0x18908,87%,130,870,1000,576,63,67,294
0x188f4,91.9718%,114,1306,1420,629,48,66,677
0x17b44,99.9508%,54,109624,109678,384,11,43,109240
0x18be4,92.4668%,51,626,677,565,25,26,61
0x18770,93.6968%,37,550,587,19,21,16,531
0x1893c,90.0277%,36,325,361,213,16,20,112
0x178bc,99.9906%,31,328642,328673,0,0,31,328642
0x188e0,95.7699%,25,566,591,525,14,11,41
0x17974,99.9798%,25,123482,123507,0,0,25,123482
0x17cf0,99.9781%,24,109654,109678,0,0,24,109654
0x17894,99.9809%,21,109657,109678,0,0,21,109657
0x17bd8,99.9818%,20,109658,109678,109658,20,0,0
0x1795c,99.9908%,20,218185,218205,218185,20,0,0
0x17a5c,99.9897%,19,183969,183988,183969,19,0,0
0x17b48,99.9844%,17,109266,109283,0,0,17,109266
0x17bd4,99.9814%,17,91452,91469,0,0,17,91452
0x17c90,99.968%,16,50014,50030,0,0,16,50014
0x17b74,99.9783%,16,73632,73648,0,0,16,73632
0x178fc,99.9878%,16,131578,131594,0,0,16,131578
0x179fc,99.9888%,13,115934,115947,0,0,13,115934
0x17ac4,99.99%,11,109668,109679,0,2,9,109668
0x17cf8,99.9909%,10,109669,109679,109669,10,0,0
0x1792c,99.9932%,9,131585,131594,0,0,9,131585
0x17a2c,99.9931%,8,115939,115947,0,0,8,115939
0x17c64,99.9936%,7,109671,109678,0,0,7,109671
0x18c18,91.954%,7,80,87,18,2,5,62
0x17ab8,99.9829%,6,35001,35007,0,0,6,35001
0x17ba4,99.9919%,6,73642,73648,0,0,6,73642
0x179a4,99.996%,5,123502,123507,0,0,5,123502
0x17e28,98.4177%,5,311,316,311,3,2,0
0x18b98,93.0556%,5,67,72,67,3,2,0
0x10d48,92.1875%,5,59,64,59,3,2,0
0x4cb5c,33.3333%,4,2,6,0,2,2,2
0x18474,99.5192%,4,828,832,828,2,2,0
0x182c0,99.5192%,4,828,832,828,4,0,0
0x17e4c,99.9832%,3,17811,17814,17811,3,0,0
0x18648,99.8296%,3,1758,1761,0,0,3,1758
0x18950,92.5%,3,37,40,36,2,1,1
0x18d28,95.3125%,3,61,64,61,1,2,0
0x18200,95.3125%,3,61,64,61,1,2,0
0x4c65c,25%,3,1,4,1,1,2,0
0x1860c,99.8296%,3,1758,1761,0,0,3,1758
0x4a028,57.1429%,3,4,7,1,2,1,3
0x4c4c4,50%,2,2,4,2,2,0,0
0x183bc,99.6732%,2,610,612,0,2,0,610
0x4c738,66.6667%,2,4,6,0,2,0,4
0x4a29c,50%,2,2,4,2,1,1,0
0x18614,99.8864%,2,1759,1761,0,0,2,1759
0x4cf64,85.7143%,2,12,14,1,2,0,11
0x4cd6c,50%,2,2,4,0,1,1,2
0x4b980,50%,2,2,4,2,2,0,0
0x4c788,50%,2,2,4,2,1,1,0
0x17cc0,99.996%,2,50028,50030,0,0,2,50028
0x4e390,50%,2,2,4,2,2,0,0
0x4b7bc,75%,1,3,4,3,1,0,0
0x18604,99.9432%,1,1760,1761,0,0,1,1760
0x4ba2c,75%,1,3,4,0,0,1,3
0x4b950,75%,1,3,4,3,1,0,0
0x4c730,83.3333%,1,5,6,0,0,1,5
0x185e4,99.9432%,1,1760,1761,0,0,1,1760
0x800003c8,0%,1,0,1,0,1,0,0
0x18758,99.8296%,1,586,587,0,0,1,586
0x4de20,75%,1,3,4,3,1,0,0
0x4b7e8,75%,1,3,4,0,0,1,3
0x4caf4,83.3333%,1,5,6,5,1,0,0
0x17e20,50%,1,1,2,1,1,0,0
0x18d2c,50%,1,1,2,1,1,0,0
0x11030,50%,1,1,2,1,1,0,0
0x80000054,0%,1,0,1,0,1,0,0
0x11280,50%,1,1,2,0,0,1,1
0x4cde8,50%,1,1,2,1,1,0,0
0x4cd9c,66.6667%,1,2,3,2,1,0,0
0x4cd74,66.6667%,1,2,3,2,1,0,0
0x10db0,50%,1,1,2,1,1,0,0
0x4b800,75%,1,3,4,3,1,0,0
0x4cb60,75%,1,3,4,0,0,1,3
0x4cf60,66.6667%,1,2,3,0,0,1,2
0x4cfa0,66.6667%,1,2,3,2,1,0,0
0x4ba34,75%,1,3,4,3,1,0,0
0x4cb68,75%,1,3,4,3,1,0,0
0x4e380,75%,1,3,4,0,0,1,3
0x4c744,75%,1,3,4,0,1,0,3
0x4c720,83.3333%,1,5,6,5,1,0,0
0x4c67c,75%,1,3,4,0,0,1,3
0x18d3c,50%,1,1,2,1,1,0,0
0x4cf74,90.9091%,1,10,11,10,1,0,0
0x4cbd4,0%,1,0,1,0,1,0,0
0x4cbac,0%,1,0,1,0,0,1,0
0x4cdc0,66.6667%,1,2,3,0,1,0,2
0x18784,99.8291%,1,584,585,0,0,1,584
0x4d0f4,0%,1,0,1,0,1,0,0
0x4dc90,75%,1,3,4,3,1,0,0
0x10dcc,50%,1,1,2,1,1,0,0
0x4b8ac,75%,1,3,4,3,1,0,0
0x4cfd0,66.6667%,1,2,3,2,1,0,0
0x4d3d4,0%,1,0,1,0,1,0,0
0x189a0,50%,1,1,2,0,1,0,1
0x18294,100%,0,832,832,0,0,0,832
0x4c784,100%,0,4,4,0,0,0,4
0x4c770,100%,0,4,4,0,0,0,4
0x4d0ac,100%,0,1,1,0,0,0,1
0x4c6b4,100%,0,4,4,0,0,0,4
0x4c4b0,100%,0,4,4,0,0,0,4
0x4c4b8,100%,0,4,4,0,0,0,4
0x4b7a4,100%,0,4,4,0,0,0,4
0x18558,100%,0,2,2,0,0,0,2
0x800003e8,100%,0,1,1,0,0,0,1
0x4a000,100%,0,7,7,0,0,0,7
0x4a28c,100%,0,4,4,0,0,0,4
0x4c750,100%,0,3,3,0,0,0,3
0x4cb54,100%,0,6,6,0,0,0,6
0x4e374,100%,0,4,4,0,0,0,4
0x49998,100%,0,3,3,0,0,0,3
0x4cbcc,100%,0,1,1,0,0,0,1
0x4a030,100%,0,4,4,1,0,0,3
0x4cdd0,100%,0,2,2,0,0,0,2
0x185cc,100%,0,587,587,0,0,0,587
0x4a044,100%,0,3,3,0,0,0,3
0x4a018,100%,0,7,7,0,0,0,7
0x18d74,100%,0,2,2,0,0,0,2
0x1830c,100%,0,832,832,0,0,0,832
0x4cd94,100%,0,3,3,0,0,0,3
0x4cba8,100%,0,1,1,0,0,0,1
0x4a2bc,100%,0,4,4,0,0,0,4
0x4c710,100%,0,6,6,0,0,0,6
0x4de18,100%,0,4,4,0,0,0,4
0x4dc50,100%,0,4,4,0,0,0,4
0x18238,100%,0,2,2,0,0,0,2
0x4b7d8,100%,0,4,4,0,0,0,4
0x4b90c,100%,0,4,4,0,0,0,4
0x4b924,100%,0,4,4,0,0,0,4
0x4b938,100%,0,4,4,0,0,0,4
0x4a038,100%,0,3,3,0,0,0,3
0x1828c,100%,0,2,2,0,0,0,2
0x18980,100%,0,2,2,0,0,0,2
0x4c6fc,100%,0,6,6,0,0,0,6
0x80000034,100%,0,1,1,0,0,0,1
0x1821c,100%,0,2,2,0,0,0,2
0x189b0,100%,0,1,1,0,0,0,1
0x4b91c,100%,0,4,4,0,0,0,4
0x4d13c,100%,0,1,1,0,0,0,1
0x4b7cc,100%,0,4,4,0,0,0,4
0x4b900,100%,0,4,4,0,0,0,4
0x18988,100%,0,2,2,0,0,0,2
0x18990,100%,0,2,2,0,0,0,2
0x4dc4c,100%,0,4,4,0,0,0,4
0x4e344,100%,0,4,4,0,0,0,4
0x4a010,100%,0,7,7,0,0,0,7
0x18998,100%,0,2,2,0,0,0,2
0x18aac,100%,0,2,2,0,0,0,2
0x4dc64,100%,0,4,4,0,0,0,4
0x4b840,100%,0,4,4,0,0,0,4
0x4c6dc,100%,0,6,6,0,0,0,6
0x189a8,100%,0,1,1,0,0,0,1
0x4c708,100%,0,6,6,0,0,0,6
0x18580,100%,0,2,2,0,0,0,2
0x4b7f4,100%,0,4,4,0,0,0,4
0x4c6f0,100%,0,6,6,0,0,0,6
0x4dc88,100%,0,4,4,0,0,0,4
0x4a2cc,100%,0,4,4,0,0,0,4
0x4c6ec,100%,0,6,6,0,0,0,6
0x4a04c,100%,0,3,3,0,0,0,3
0x4c6e4,100%,0,6,6,0,0,0,6
0x4c718,100%,0,6,6,0,0,0,6
0x4c694,100%,0,4,4,0,0,0,4
0x4d0c0,100%,0,1,1,0,0,0,1
0x4c668,100%,0,2,2,0,0,0,2
0x80000578,100%,0,1,1,0,0,0,1
0x4de0c,100%,0,4,4,0,0,0,4
0x4c63c,100%,0,4,4,0,0,0,4
0x4d0e8,100%,0,1,1,1,0,0,0
0x4d0d0,100%,0,1,1,0,0,0,1
0x4c48c,100%,0,4,4,0,0,0,4
0x4dc7c,100%,0,4,4,0,0,0,4
