Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
aggregate,92.0064%,840604,9675340,10515944,3810012,556560,284044,5865328
0x162cc,81.1876%,424352,1831355,2255707,281757,359558,64794,1549598
0x162d0,89.6883%,166471,1447921,1614392,1278067,44368,122103,169854
0x16298,89.0311%,58565,475355,533920,245809,37477,21088,229546
0x16374,82.4369%,43091,202259,245350,70038,22431,20660,132221
0x16318,87.3865%,26807,185719,212526,52869,18363,8444,132850
0x16310,91.7761%,22706,253391,276097,46475,17096,5610,206916
0x16424,97.4518%,19160,732743,751903,237131,13503,5657,495612
0x16320,87.2705%,17986,123308,141294,59404,8857,9129,63904
0x16368,91.7884%,17068,190785,207853,14304,11770,5298,176481
0x16380,90.8048%,15458,152651,168109,133871,5955,9503,18780
0x16328,87.5454%,9096,63937,73033,39287,2506,6590,24650
0x16308,97.0439%,8612,282713,291325,7250,7978,634,275463
0x162b0,99.8021%,4408,2222520,2226928,735451,2172,2236,1487069
0x1635c,97.4636%,3578,137486,141064,1446,2997,581,136040
0x16330,96.5749%,1070,30170,31240,28959,87,983,1211
0x1641c,97.5295%,711,28069,28780,14032,468,243,14037
0x162dc,99.8188%,529,291428,291957,17,480,49,291411
0x164ac,99.9466%,285,533635,533920,533635,24,261,0
0x16350,99.6836%,231,72787,73018,19,196,35,72768
0x16300,99.9605%,115,291345,291460,52,84,31,291293
0x163d8,99.6421%,103,28677,28780,0,91,12,28677
0x163c0,68.2692%,33,71,104,10,17,16,61
0x16344,99.9072%,29,31211,31240,0,15,14,31211
0x163b8,84.4961%,20,109,129,17,8,12,92
0x16388,99.9364%,18,28265,28283,28265,18,0,0
0x163fc,99.9375%,18,28762,28780,0,5,13,28762
0x4dc4c,87.5%,12,84,96,0,0,12,84
0x16338,99.4986%,11,2183,2194,0,0,11,2183
0x164c0,96.5517%,9,252,261,252,9,0,0
0x163b0,94.6565%,7,124,131,0,2,5,124
0x163a8,95.5556%,6,129,135,1,3,3,128
0x4e374,94.7917%,5,91,96,0,0,5,91
0x16268,98.4674%,4,257,261,0,0,4,257
0x501c0,97.9167%,2,94,96,94,2,0,0
0x16390,98.5294%,2,134,136,0,0,2,134
0x4c4dc,97.9167%,2,94,96,94,2,0,0
0x4c4b8,98.9583%,1,95,96,0,0,1,95
0x4dc88,98.9583%,1,95,96,95,1,0,0
0x4b9f4,98.9583%,1,95,96,95,1,0,0
0x4ddac,98.9583%,1,95,96,95,1,0,0
0x163cc,98.7013%,1,76,77,76,1,0,0
0x4a028,98.9583%,1,95,96,95,1,0,0
0x4c6b4,98.9583%,1,95,96,95,1,0,0
0x4c808,98.9583%,1,95,96,95,1,0,0
0x4dc90,98.9583%,1,95,96,95,1,0,0
0x80000054,0%,1,0,1,0,1,0,0
0x4cbcc,98.9583%,1,95,96,0,0,1,95
0x4e390,98.9583%,1,95,96,95,1,0,0
0x51140,98.9583%,1,95,96,95,1,0,0
0x4d1e0,98.9583%,1,95,96,95,1,0,0
0x4cbd4,98.9583%,1,95,96,95,1,0,0
0x5015c,98.9583%,1,95,96,95,1,0,0
0x4e380,98.9583%,1,95,96,0,0,1,95
0x4de20,98.9583%,1,95,96,95,1,0,0
0x4e344,98.9583%,1,95,96,0,0,1,95
0x4de18,98.9583%,1,95,96,0,0,1,95
0x800003c8,0%,1,0,1,0,1,0,0
0x4b9a8,98.9583%,1,95,96,0,0,1,95
0x4d0c0,98.9583%,1,95,96,95,1,0,0
0x163a0,99.2647%,1,135,136,0,1,0,135
0x4b950,100%,0,96,96,0,0,0,96
0x4c4b0,100%,0,96,96,0,0,0,96
0x4b968,100%,0,96,96,0,0,0,96
0x4b974,100%,0,96,96,0,0,0,96
0x4d0ac,100%,0,96,96,0,0,0,96
0x4c4c4,100%,0,96,96,0,0,0,96
0x4b980,100%,0,96,96,0,0,0,96
0x4dc7c,100%,0,96,96,0,0,0,96
0x4a000,100%,0,96,96,0,0,0,96
0x4cba8,100%,0,96,96,0,0,0,96
0x4cbac,100%,0,96,96,0,0,0,96
0x4b9dc,100%,0,96,96,0,0,0,96
0x4b994,100%,0,96,96,0,0,0,96
0x4a010,100%,0,96,96,0,0,0,96
0x4b9b8,100%,0,96,96,0,0,0,96
0x4b9e0,100%,0,96,96,0,0,0,96
0x16398,100%,0,136,136,0,0,0,136
0x4a018,100%,0,96,96,0,0,0,96
0x80000034,100%,0,1,1,0,0,0,1
0x50190,100%,0,96,96,0,0,0,96
0x4cb68,100%,0,96,96,0,0,0,96
0x4c694,100%,0,96,96,0,0,0,96
0x800003e8,100%,0,1,1,0,0,0,1
0x4d13c,100%,0,96,96,0,0,0,96
0x4c48c,100%,0,96,96,0,0,0,96
0x4de0c,100%,0,96,96,0,0,0,96
0x4b938,100%,0,96,96,0,0,0,96
0x50144,100%,0,96,96,0,0,0,96
0x4dc50,100%,0,96,96,0,0,0,96
0x4dc64,100%,0,96,96,0,0,0,96
0x4b900,100%,0,96,96,0,0,0,96
0x80000578,100%,0,1,1,0,0,0,1
0x4b90c,100%,0,96,96,0,0,0,96
0x4b91c,100%,0,96,96,0,0,0,96
0x4b924,100%,0,96,96,0,0,0,96
