Branch PC,Accuracy,Mispredictions,Correct Predictions,Total,dir_t_pred_t,dir_t_pred_nt,dir_nt_pred_t,dir_nt_pred_nt
aggregate,89.3487%,846176,7098140,7944316,3649187,167539,678637,3448953
0x1bef8,71.419%,477870,1194113,1671983,1144037,41109,436761,50076
0x1bf40,78.4967%,359532,1312451,1671983,1066897,122964,236568,245554
0x1bf50,99.3871%,2955,479167,482122,479167,19,2936,0
0x1c228,61.3709%,1206,1916,3122,43,1121,85,1873
0x1c230,54.0858%,899,1059,1958,134,718,181,925
0x1c380,76.0088%,547,1733,2280,1585,135,412,148
0x1c2e8,77.5385%,511,1764,2275,1598,115,396,166
0x1c294,78.9358%,479,1795,2274,181,341,138,1614
0x1c238,65.0995%,386,720,1106,15,359,27,705
0x1c45c,80.7791%,375,1576,1951,1216,109,266,360
0x1c410,71.6878%,312,790,1102,672,91,221,118
0x1c334,89.7717%,233,2045,2278,1491,63,170,554
0x1c4b0,77.7778%,162,567,729,411,66,96,156
0x1c26c,93.7692%,122,1836,1958,1047,69,53,789
0x1c36c,56.2842%,80,103,183,71,31,49,32
0x1bf0c,99.9922%,38,486799,486837,0,23,15,486799
0x1c320,55.2632%,34,42,76,19,18,16,23
0x1c3b8,63.2184%,32,55,87,33,11,21,22
0x1c288,98.975%,32,3090,3122,0,23,9,3090
0x1c494,48.0769%,27,25,52,14,16,11,11
0x161a4,99.9973%,25,930617,930642,930617,3,22,0
0x1beec,99.9985%,25,1671957,1671982,0,0,25,1671957
0x1c3fc,43.9024%,23,18,41,14,6,17,4
0x1bed0,99.9961%,19,482102,482121,0,0,19,482102
0x1bf18,99.9967%,16,486798,486814,0,0,16,486798
0x1c0bc,98.9747%,15,1448,1463,0,13,2,1448
0x1c09c,99.0496%,14,1459,1473,0,10,4,1459
0x1c338,98.2044%,13,711,724,536,5,8,175
0x4dc88,52.1739%,11,12,23,5,5,6,7
0x1c2d0,99.5616%,10,2271,2281,2269,5,5,2
0x4cf64,66.6667%,10,20,30,5,8,2,15
0x1c448,58.3333%,10,14,24,13,2,8,1
0x4b950,56.5217%,10,13,23,12,1,9,1
0x1c264,99.5403%,9,1949,1958,1949,2,7,0
0x1c384,98.3929%,9,551,560,470,3,6,81
0x4cd94,43.75%,9,7,16,1,5,4,6
0x1c2a4,99.6922%,7,2267,2274,2267,5,2,0
0x1c3c8,98.659%,7,515,522,479,2,5,36
0x1c460,99.0415%,6,620,626,573,1,5,47
0x1c254,99.4575%,6,1100,1106,1098,4,2,2
0x1c2ec,98.9324%,6,556,562,484,2,4,72
0x1c2bc,99.7808%,5,2276,2281,2276,2,3,0
0x1c2b0,99.8246%,4,2277,2281,2277,3,1,0
0x1c270,99.8719%,4,3118,3122,0,0,4,3118
0x110c4,84.6154%,4,22,26,0,3,1,22
0x1c0b4,99.7266%,4,1459,1463,0,0,4,1459
0x1c244,99.4536%,4,728,732,728,1,3,0
0x110ac,86.2069%,4,25,29,0,3,1,25
0x4b980,69.2308%,4,9,13,9,4,0,0
0x1c2e0,57.1429%,3,4,7,1,3,0,3
0x1c414,99.115%,3,336,339,314,1,2,22
0x4c4b0,76.9231%,3,10,13,0,0,3,10
0x1bfc8,91.3043%,2,21,23,21,2,0,0
0x1c2c4,99.9123%,2,2279,2281,2279,1,1,0
0x4cd74,84.6154%,2,11,13,9,1,1,2
0x4c788,92.3077%,1,12,13,12,1,0,0
0x4b7bc,92.3077%,1,12,13,12,1,0,0
0x4b974,90%,1,9,10,9,1,0,0
0x4b8ac,92.3077%,1,12,13,12,1,0,0
0x4cb68,92.3077%,1,12,13,12,1,0,0
0x4c65c,92.3077%,1,12,13,12,1,0,0
0x4ba34,92.3077%,1,12,13,12,1,0,0
0x4cfa0,92.3077%,1,12,13,12,1,0,0
0x1c1fc,99.968%,1,3121,3122,0,0,1,3121
0x1c1ac,95.6522%,1,22,23,22,1,0,0
0x4de20,92.3077%,1,12,13,12,1,0,0
0x4d1e0,66.6667%,1,2,3,2,1,0,0
0x4b840,92.3077%,1,12,13,0,0,1,12
0x4e390,95.6522%,1,22,23,22,1,0,0
0x4c4c4,92.3077%,1,12,13,12,1,0,0
0x4cbd4,66.6667%,1,2,3,2,1,0,0
0x1be68,99.9659%,1,2934,2935,0,0,1,2934
0x4cfd0,92.3077%,1,12,13,12,1,0,0
0x1c670,95.6522%,1,22,23,22,1,0,0
0x4d3d4,90%,1,9,10,9,1,0,0
0x11110,96.5517%,1,28,29,28,1,0,0
0x4caf4,92.3077%,1,12,13,12,1,0,0
0x4c744,92.3077%,1,12,13,12,1,0,0
0x1c090,95.4545%,1,21,22,21,1,0,0
0x4b800,92.3077%,1,12,13,12,1,0,0
0x4c720,92.3077%,1,12,13,12,1,0,0
0x16170,95.6522%,1,22,23,22,1,0,0
0x1c0ec,99.9321%,1,1472,1473,1472,1,0,0
0x4d0c0,66.6667%,1,2,3,2,1,0,0
0x4cf74,94.1176%,1,16,17,16,1,0,0
0x800003c8,0%,1,0,1,0,1,0,0
0x4b900,95.6522%,1,22,23,0,0,1,22
0x4dc90,92.3077%,1,12,13,12,1,0,0
0x80000054,0%,1,0,1,0,1,0,0
0x4a030,92.3077%,1,12,13,12,1,0,0
0x4cdc0,90%,1,9,10,9,1,0,0
0x4d13c,100%,0,3,3,0,0,0,3
0x1c068,100%,0,22,22,0,0,0,22
0x4b7cc,100%,0,13,13,0,0,0,13
0x1c658,100%,0,23,23,0,0,0,23
0x4c770,100%,0,13,13,0,0,0,13
0x4cd6c,100%,0,13,13,0,0,0,13
0x110e0,100%,0,23,23,0,0,0,23
0x4c738,100%,0,13,13,0,0,0,13
0x4b924,100%,0,23,23,0,0,0,23
0x4ba2c,100%,0,13,13,0,0,0,13
0x4b90c,100%,0,23,23,0,0,0,23
0x4c6dc,100%,0,13,13,0,0,0,13
0x4c6e4,100%,0,13,13,0,0,0,13
0x4c6ec,100%,0,13,13,0,0,0,13
0x4a2bc,100%,0,13,13,0,0,0,13
0x4b968,100%,0,10,10,0,0,0,10
0x4b938,100%,0,23,23,0,0,0,23
0x4b91c,100%,0,23,23,0,0,0,23
0x4cda8,100%,0,10,10,0,0,0,10
0x4e380,100%,0,23,23,0,0,0,23
0x16180,100%,0,23,23,0,0,0,23
0x4e344,100%,0,23,23,0,0,0,23
0x110e8,100%,0,23,23,0,0,0,23
0x4b7d8,100%,0,13,13,0,0,0,13
0x4a29c,100%,0,13,13,0,0,0,13
0x4a28c,100%,0,13,13,0,0,0,13
0x4c710,100%,0,13,13,0,0,0,13
0x49998,100%,0,10,10,0,0,0,10
0x4b7f4,100%,0,13,13,0,0,0,13
0x4b7e8,100%,0,13,13,0,0,0,13
0x4cd9c,100%,0,10,10,0,0,0,10
0x4ddac,100%,0,10,10,0,0,0,10
0x4dc7c,100%,0,23,23,0,0,0,23
0x4cb60,100%,0,13,13,0,0,0,13
0x4c718,100%,0,13,13,0,0,0,13
0x80000578,100%,0,1,1,0,0,0,1
0x4c48c,100%,0,13,13,0,0,0,13
0x4cba8,100%,0,3,3,0,0,0,3
0x4c708,100%,0,13,13,0,0,0,13
0x1c6b4,100%,0,23,23,0,0,0,23
0x4dc50,100%,0,23,23,0,0,0,23
0x4c67c,100%,0,13,13,0,0,0,13
0x4a000,100%,0,13,13,0,0,0,13
0x4e374,100%,0,23,23,0,0,0,23
0x4cb5c,100%,0,13,13,0,0,0,13
0x4cf60,100%,0,13,13,0,0,0,13
0x4cb54,100%,0,13,13,0,0,0,13
0x4c4b8,100%,0,13,13,0,0,0,13
0x4ddbc,100%,0,10,10,0,0,0,10
0x4c730,100%,0,13,13,0,0,0,13
0x80000034,100%,0,1,1,0,0,0,1
0x4b7a4,100%,0,13,13,0,0,0,13
0x4c6b4,100%,0,13,13,0,0,0,13
0x4c694,100%,0,13,13,0,0,0,13
0x4a028,100%,0,13,13,0,0,0,13
0x4dc64,100%,0,23,23,0,0,0,23
0x4a018,100%,0,13,13,0,0,0,13
0x4a010,100%,0,13,13,0,0,0,13
0x4dc4c,100%,0,23,23,0,0,0,23
0x4c784,100%,0,13,13,0,0,0,13
0x4cbcc,100%,0,3,3,0,0,0,3
0x4de18,100%,0,13,13,0,0,0,13
0x4c63c,100%,0,13,13,0,0,0,13
0x4de0c,100%,0,13,13,0,0,0,13
0x4cbac,100%,0,3,3,0,0,0,3
0x4a2cc,100%,0,13,13,0,0,0,13
0x4c6f0,100%,0,13,13,0,0,0,13
0x4c6fc,100%,0,13,13,0,0,0,13
0x4d0ac,100%,0,3,3,0,0,0,3
0x800003e8,100%,0,1,1,0,0,0,1
